Event_Number,MJD,Begining_time_of_the_event_YYYY,MM,DD,hh,mm,ss.ssssss,Duratin[s],Radiant(Right_Ascension),Radiant(Declination),Radiant(Azimuth),Radiant(Zenith),Radiant(Azimuth)_uncorrected,Radiant(Zenith)_uncorrected,Zenith_angle_correction,Initial_velocity(observed)[km/s],Initial_velocity(geocentric)[km/s],RCS[dBsm]at_max_SNR,SNR_max[dB],Beginning_height[km],End height [km],Azimuth of meteor start point,Zenith of meteor start point,Azimuth of meteor end point,Zenith of meteor end point,Semimajor_axis_(AU),Eccentricity,Perihelion_dist_(AU),Lon_of_asc_node_(deg),Inclination_(deg),Argument_of_periapsis_(deg),Period [yr],Heliocentric velocity [km/s],Radiant (ecliptic longitude),Radiant (ecliptic latitude),Solar longitude,RA error,dec error,az error,ze error,velocity error,a error,e error,q error,i error,omega error,P error,heliocentric velocity error,radiant (ecliptic longitude),radiant (ecliptic latitude),Hammer X,Hammer Y,Time from perihelion [days]
1000989,58226.82714,2018,4,18,19,51,4.444,0.16224,317.687671,-14.110604,137.917797,60.149865,137.570076,59.597212,0.691402,54.81077,53.444111,-34.698003,11.006294,97.627147,93.107602,131.976054,4.00323,6.851656,0.541153,0.861505,0.623394,0.324448,28.477353,174.848781,40.291706,0.799625,27.01743,315.859855,2.062337,28.477353,0.787965,0.823098,0.539013,0.635818,1.040967,0.054461,0.034748,0.043997,1.990242,10.146238,0.076022,1.040967,0.787965,0.823098,-0.298438,0.036099,57.582647
1000990,58226.82717,2018,4,18,19,51,7.85416,0.23088,294.509191,-7.138602,160.297774,43.921291,159.769401,43.581738,0.435452,57.449768,56.27456,-31.824346,12.91652,112.017378,102.156886,146.378246,1.332361,344.955775,3.709028,0.938791,0.116874,0.82907,28.477391,150.949459,311.808907,0.909606,28.528839,295.123546,14.186433,28.477391,2.40385,2.221268,2.842719,1.683146,1.64257,0.123861,0.114664,0.182993,4.413236,148.204604,0.182116,1.64257,2.40385,2.221268,0.061631,0.247002,-111.876455
1000991,58226.82723,2018,4,18,19,51,12.71824,0.16536,305.744597,-7.177221,145.955416,48.132214,145.530947,47.810035,0.466269,58.502519,57.275,-27.639669,13.920713,107.097834,100.391916,207.697739,1.24674,307.449228,3.794916,1.005032,0.275565,0.728081,28.477446,155.537139,74.1681,1.007558,29.590112,306.317241,11.867903,28.477446,1.241381,1.706838,0.714018,1.595677,1.824598,0.152786,0.035333,0.13091,4.101602,58.077054,0.232814,1.824598,1.241381,1.706838,-0.130135,0.206884,75.690001
1000992,58226.82737,2018,4,18,19,51,24.58672,0.2964,301.33894,43.03976,56.500008,17.781858,57.38879,17.896469,0.2808,44.786591,43.285809,-28.814046,17.62056,102.903879,90.608465,144.02784,1.017916,212.230596,2.720288,6.575104,0.855128,0.952546,28.47758,74.740445,152.671756,16.859861,40.200743,321.599956,60.984224,28.47758,2.459136,1.788328,4.446369,1.392027,0.357409,10.840439,0.103345,0.017953,1.893448,10.650215,60.895572,0.357409,2.459136,1.788328,-0.223854,1.018151,19.611622
1000993,58226.8274,2018,4,18,19,51,27.58192,0.19344,297.266283,-9.233487,157.620672,46.709585,157.146419,46.378403,0.429965,59.831796,58.683181,-26.485902,19.908695,108.715543,100.708436,168.224357,1.039495,333.855872,3.717969,1.052534,0.048534,1.001451,28.477614,156.956631,199.838745,1.079827,30.249381,297.495791,11.638962,28.477614,0.945788,0.739647,1.118259,0.489673,0.530545,0.049734,0.042415,0.019711,1.331633,163.026399,0.076652,0.530545,0.945788,0.739647,0.02133,0.202794,-19.736176
1000994,58226.82761,2018,4,18,19,51,45.16936,0.15912,260.657983,-14.971157,204.752207,53.450305,204.34105,52.889257,0.469915,61.516814,60.638126,-1.105414,21.531743,111.570912,105.867603,356.075631,4.91874,8.651022,9.036694,17.44508,0.986902,0.228502,28.477813,154.320994,303.722009,72.863403,41.223237,260.884477,8.170661,28.477813,1.60745,1.334752,1.623783,0.91364,1.101268,39.66538,0.035807,0.043436,5.035826,12.566363,278.081963,1.101268,1.60745,1.334752,0.652569,0.144436,-35.692882
1000995,58226.82776,2018,4,18,19,51,58.04872,0.21528,310.945806,-20.743761,148.310649,62.410492,147.956903,61.911111,0.591508,60.457647,59.24577,-29.062282,18.104012,104.97356,98.47532,142.525919,2.773807,332.164296,3.796374,1.080899,0.337859,0.715708,208.477959,174.819338,262.089664,1.123771,30.609298,307.839815,-2.522935,28.477959,0.331438,0.373877,0.20609,0.30842,0.617015,0.054878,0.012878,0.033746,0.784508,14.76345,0.085708,0.617015,0.331438,0.373877,-0.158745,-0.044069,67.215306
1000996,58226.82784,2018,4,18,19,52,4.92832,0.22464,310.38205,-1.33E-04,135.562046,44.285547,135.148124,44.009642,0.480152,55.117872,53.794922,-26.416844,18.336043,103.494325,94.377825,115.843592,3.058164,344.056583,2.288112,0.967376,0.456864,0.525416,28.478037,140.865678,58.641494,0.951465,29.009428,312.830664,17.636205,28.478037,0.528051,0.580277,0.418647,0.486973,0.451244,0.037804,0.01928,0.032666,1.465746,9.395191,0.055823,0.451244,0.528051,0.580277,-0.237029,0.307174,66.315626
1000997,58226.82817,2018,4,18,19,52,34.07536,0.19032,282.803488,-13.914524,177.980546,48.791158,177.520198,48.41203,0.3879,64.439323,63.463567,-21.771131,23.690788,103.900063,95.790727,208.239889,2.87183,326.799408,3.110487,2.022028,0.641135,0.725634,28.478366,162.118916,253.147369,2.875284,36.266101,282.577811,8.965154,28.478366,0.501968,0.650462,0.613426,0.61928,0.787656,0.336728,0.052392,0.033201,1.518156,12.362394,0.727886,0.787656,0.501968,0.650462,0.279186,0.156695,-45.268008
1000998,58226.82818,2018,4,18,19,52,35.0644,0.17784,288.830146,-27.425,172.420572,62.690997,171.976866,62.028479,0.687418,56.146215,54.989446,-28.722475,17.952566,103.284988,98.479004,152.142104,2.636466,13.529563,2.546542,0.847152,0.433919,0.479556,208.478378,168.538769,136.592848,0.779726,26.695751,286.715336,-5.07409,28.478378,1.860143,1.293773,1.711286,1.046226,1.982678,0.106481,0.094159,0.124596,3.126139,31.375129,0.148509,1.982678,1.860143,1.293773,0.209085,-0.088656,-73.427316
1000999,58226.82862,2018,4,18,19,53,12.98488,0.18096,300.530838,2.431848,147.024018,36.979727,146.547742,36.849413,0.279797,65.258997,64.178897,-22.532102,22.973488,108.897082,99.355012,180.857645,1.934153,298.775238,2.537071,3.493609,0.719482,0.980018,28.478807,140.316558,160.463465,6.529974,38.707151,303.298575,22.40907,28.478807,2.66836,1.995442,4.137806,0.952352,0.819613,2.132986,0.132092,0.027749,3.032929,23.105059,6.778796,0.819613,2.66836,1.995442,-0.074973,0.388709,14.907166
1001000,58226.82876,2018,4,18,19,53,25.21528,0.14664,298.917452,13.019876,139.820058,26.949129,139.088607,26.874059,0.326401,51.302782,49.970254,-33.48722,11.81675,103.483922,96.980849,72.987332,1.329577,2.604375,1.887615,1.04709,0.160677,0.878848,28.478946,113.783836,95.636726,1.071461,30.177549,304.214571,33.086192,28.478946,1.368831,1.277681,2.28348,0.822964,0.36052,0.069083,0.03981,0.054898,2.091142,39.946395,0.106312,0.36052,1.368831,1.277681,-0.083548,0.569621,72.109727
1001001,58226.8288,2018,4,18,19,53,28.50688,0.14976,319.282709,-0.672298,126.944298,50.094964,126.650664,49.817041,0.471561,59.546761,58.262454,-19.56677,17.008293,111.44197,105.643963,158.780094,3.99066,220.859754,2.248922,1.648327,0.712245,0.474314,28.478982,146.996946,74.422926,2.116241,34.881588,321.486773,14.398979,28.478982,1.171555,1.276661,0.466264,1.332605,1.769067,0.434847,0.054339,0.076711,3.777561,23.357189,0.865259,1.769067,1.171555,1.276661,-0.386952,0.251877,48.541692
1001002,58226.82885,2018,4,18,19,53,32.32576,0.15288,306.385509,14.70036,125.743671,30.120481,125.314553,30.116453,0.263512,60.386769,59.19784,-30.127808,15.473665,112.811115,104.634454,126.129848,0.319203,305.207108,2.206336,4.259661,0.793696,0.878784,28.479026,119.922521,135.867818,8.791492,39.286988,313.083981,32.857004,28.479026,1.941855,1.914193,1.552305,1.868088,1.188067,6.774223,0.140759,0.045812,3.582381,19.851711,30.174452,1.188067,1.941855,1.914193,-0.219107,0.566653,30.183395
1001003,58226.82904,2018,4,18,19,53,48.6028,0.1716,305.561631,-15.094986,151.304636,54.906592,150.948835,54.588737,0.410914,67.118309,66.03883,-25.43634,22.102406,104.332474,97.817345,152.459701,3.084507,328.656001,2.169721,2.269799,0.58029,0.952657,28.47921,172.302074,149.338786,3.419645,36.914189,304.265765,4.212611,28.47921,0.597102,0.502653,0.591049,0.321938,0.535388,0.268789,0.050229,0.011645,0.799249,8.2805,0.611639,0.535388,0.597102,0.502653,-0.096258,0.073534,23.844179
1001004,58226.82912,2018,4,18,19,53,55.70392,0.24336,15.208675,7.951133,81.408609,88.417054,81.509564,85.127396,3.346704,32.475833,30.113295,-18.894103,27.083492,102.066678,101.336139,106.046216,2.249645,239.028361,2.458891,3.05638,0.888393,0.341114,28.47929,1.717534,66.197492,5.343319,38.239625,17.066327,1.35106,28.47929,1.033131,1.024935,0.7479,0.26875,1.922213,1.594195,0.050142,0.033657,1.410159,4.924031,4.618232,1.922213,1.033131,1.024935,-1.340313,0.025047,41.065415
1001005,58226.82914,2018,4,18,19,53,57.23896,0.2496,291.689919,35.716985,81.118407,8.288162,81.590089,8.624086,0.10913,48.782428,47.443982,-27.194216,15.312092,103.709315,91.934957,230.848705,1.774498,241.743954,3.007571,5.579156,0.820865,0.999424,28.479307,84.719589,171.661376,13.178097,39.902947,303.117829,56.687075,28.479307,1.834461,1.598491,9.065504,1.427422,0.19473,3.353292,0.088175,0.004426,1.667905,8.206177,13.180105,0.19473,1.834461,1.598491,-0.047704,0.949639,6.284353
1001006,58226.82915,2018,4,18,19,53,58.1656,0.17472,307.524417,-27.528019,155.08825,67.027063,154.736223,66.481009,0.607086,62.322601,61.172685,-30.092173,15.434922,107.232703,102.992674,129.480197,3.127574,2.637872,2.974274,1.25433,0.257143,0.931788,208.479318,163.956824,310.347511,1.404811,32.393026,303.083095,-8.29792,28.479318,1.078677,0.838036,0.873405,0.531246,1.357429,0.178045,0.096916,0.046125,1.597926,41.73703,0.302332,1.357429,1.078677,0.838036,-0.075249,-0.144727,42.546414
1001007,58226.82915,2018,4,18,19,53,58.7428,0.22464,297.67095,-17.402411,161.044875,54.443743,160.593934,53.964723,0.553809,57.560585,56.374214,-23.647174,23.042735,103.38875,95.782765,139.473088,3.054221,1.790174,3.282506,0.854631,0.184282,0.697138,28.479325,172.545649,344.820906,0.790075,26.865192,296.358303,3.538529,28.479325,0.615983,0.548208,0.599966,0.409854,0.562813,0.027409,0.039602,0.055509,1.028391,16.714462,0.038036,0.562813,0.615983,0.548208,0.041499,0.061756,-127.018039
1001008,58226.82936,2018,4,18,19,54,16.6672,0.29952,307.988626,51.895709,39.694816,25.365465,41.056872,24.866488,0.935462,29.761443,27.499137,-30.259491,16.353361,104.09472,95.842247,342.383373,1.052328,251.414399,1.92275,1.480206,0.390287,0.902501,28.479527,49.586217,129.733034,1.800873,34.002762,340.667929,66.264141,28.479527,4.891709,3.052405,5.084955,2.107149,0.521707,0.274903,0.094371,0.038327,2.260105,21.334343,0.511262,0.521707,4.891709,3.052405,-0.347273,1.103687,39.917565
1001009,58226.8294,2018,4,18,19,54,20.21152,0.23712,322.907337,-34.524636,146.465406,79.361406,146.129336,78.461396,0.945411,55.957083,54.629295,-26.675615,20.591716,102.914639,100.29457,148.674761,3.286567,324.025002,4.084636,1.06286,0.473724,0.559358,208.479567,138.916349,247.783722,1.095757,30.383096,313.966856,-18.806317,28.479567,0.276897,0.24085,0.160009,0.153445,0.735642,0.05962,0.00504,0.033188,0.933442,11.714068,0.092364,0.735642,0.276897,0.24085,-0.254834,-0.327462,62.650988
1001010,58226.82941,2018,4,18,19,54,21.40648,0.1404,323.45719,-3.345143,125.446225,54.714352,125.238474,54.535139,0.317975,76.138049,75.064906,-24.505063,12.53523,112.162172,105.726717,268.986598,0.305173,303.105981,5.145378,-1.008098,1.654954,0.660258,28.479581,159.433625,116.777722,,51.197605,324.666746,10.537731,28.479581,2.496116,2.364742,3.233174,0.769834,1.347727,0.285777,0.152899,0.065907,4.204153,15.017062,,1.347727,2.496116,2.364742,-0.445812,0.184837,28.510332
1001011,58226.82968,2018,4,18,19,54,44.09824,0.31824,314.096088,26.526683,97.815388,28.865311,97.663147,28.79135,0.538136,41.627134,39.928024,-28.8706,18.171264,102.598918,91.328522,64.84845,1.137732,291.341974,2.935435,1.06855,0.479585,0.556089,28.479838,82.866428,67.869487,1.104567,30.455433,326.511191,41.708648,28.479838,0.952745,0.916177,1.48619,0.585348,0.231553,0.045426,0.01663,0.03067,1.139967,10.061109,0.070493,0.231553,0.952745,0.916177,-0.385897,0.71647,62.22852
1001012,58226.82974,2018,4,18,19,54,49.74232,0.16224,312.275284,-10.442669,141.776312,53.70132,141.437304,53.390767,0.439651,64.094235,62.929752,-21.047432,21.224049,109.513157,103.475746,195.579412,2.206991,290.466713,3.675597,1.763196,0.574373,0.750464,28.479902,166.024794,107.902016,2.341266,35.375799,311.806995,7.072378,28.479902,0.462039,0.717016,0.056276,0.784364,1.171146,0.313759,0.057906,0.037817,1.706348,17.001602,0.634728,1.171146,0.462039,0.717016,-0.226632,0.123569,46.72443
1001013,58226.82981,2018,4,18,19,54,55.43632,0.18096,296.842815,-5.013381,157.455589,42.300035,157.008633,42.099579,0.293801,68.450273,67.441945,-23.687592,18.826525,106.407415,97.195084,116.812921,3.408393,27.507853,3.117657,5.21723,0.807524,1.004189,28.479966,152.380828,180.54991,11.91681,39.765821,297.880311,15.863456,28.479966,0.450555,0.746042,0.347181,0.695212,0.759093,2.88166,0.084511,1.13E-04,1.422522,2.617222,10.945811,0.759093,0.450555,0.746042,0.014555,0.27599,-0.417614
1001014,58226.82994,2018,4,18,19,55,6.69952,0.234,280.130768,42.076835,349.811005,7.350776,354.133536,7.133526,0.139236,40.725185,39.189113,-17.413148,28.357975,105.545965,96.121135,359.711765,1.669749,3.191294,1.132225,2.855604,0.650336,0.998501,28.480094,69.475131,189.743748,4.825551,37.974435,287.914834,64.885028,28.480094,0.595551,0.504323,3.069259,0.452316,0.041611,0.207046,0.025468,0.001593,0.446723,2.890535,0.525977,0.041611,0.595551,0.504323,0.094956,1.073626,-7.707465
1001015,58226.82994,2018,4,18,19,55,6.93664,0.21528,279.349691,41.7146,344.633025,7.141154,349.035646,6.878325,0.136672,40.543561,39.002035,-25.451551,22.592399,96.000354,87.48796,1.385407,1.113904,15.527077,0.586386,2.72309,0.634183,0.996153,28.480096,69.341105,191.670915,4.493585,37.776796,286.434796,64.619059,28.480096,0.554022,0.565506,2.534051,0.501036,0.043654,0.192125,0.025906,0.001605,0.457498,2.577582,0.476596,0.043654,0.554022,0.565506,0.108834,1.069918,-9.259262
1001016,58226.83019,2018,4,18,19,55,27.94672,0.11232,298.475867,-5.596365,155.665411,43.339407,155.193739,43.088249,0.358798,62.814987,61.7144,-24.056074,18.779233,108.025024,103.02954,254.686539,1.863071,302.392617,3.555381,1.477431,0.322968,1.000269,28.480334,151.977978,169.71203,1.795811,33.986351,299.420064,14.979838,28.480334,2.010388,1.588316,2.539376,1.025733,1.05619,0.246653,0.112667,0.014296,2.706596,35.11829,0.456761,1.05619,2.010388,1.588316,-0.011537,0.260716,9.102613
1001017,58226.83026,2018,4,18,19,55,34.12432,0.22152,303.566647,-16.718895,154.702065,55.496183,154.357262,55.200523,0.372979,70.850003,69.835833,-7.920776,38.290736,103.811456,95.059125,139.038595,5.104017,5.598414,2.850466,7.626319,0.870334,0.988871,28.480404,174.663192,165.279102,21.060681,40.429116,302.025207,3.064557,28.480404,0.075281,0.103326,0.049,0.092298,0.168219,0.958872,0.016053,6.30E-04,0.177916,0.748049,4.000056,0.168219,0.075281,0.103326,-0.057308,0.053482,10.850534
1001018,58226.83028,2018,4,18,19,55,36.26152,0.13416,284.116649,-6.384012,176.813888,41.286267,176.310792,41.005298,0.295857,67.217686,66.279333,-23.817427,22.427308,110.198361,103.479988,166.997665,1.054131,1.103544,2.168984,5.707376,0.850069,0.855712,28.480428,149.863162,227.299441,13.634986,39.947231,284.630542,16.338868,28.480428,1.950421,1.650673,2.807007,1.530022,1.60794,36.922538,0.181661,0.061014,3.733477,23.932685,177.248763,1.60794,1.950421,1.650673,0.238554,0.284729,-31.187454
1001019,58226.83038,2018,4,18,19,55,44.78224,0.35256,335.55706,-42.421865,143.576616,91.452942,142.780988,84.08203,7.43335,22.401077,19.185796,-30.168249,15.017016,96.012888,95.12569,144.160299,1.655812,322.065886,3.231035,0.623342,0.740322,0.161868,208.480524,62.972475,193.628211,0.492141,18.447492,320.77619,-29.830642,28.480524,1.529353,1.335853,0.115896,0.399804,1.502813,0.014905,0.026705,0.020492,4.650867,3.515787,0.017678,1.502813,1.529353,1.335853,-0.344627,-0.516984,60.753712
1001020,58226.83039,2018,4,18,19,55,45.28144,0.1872,331.852937,-6.235431,120.967169,62.333806,120.735807,61.803152,0.692807,55.964035,54.553357,1.604652,17.704995,107.379695,102.500077,55.70021,2.037018,324.949722,4.71621,1.563116,0.893633,0.166264,28.48053,163.373677,39.808708,1.95428,34.462563,331.624156,4.983259,28.48053,0.977845,0.978013,0.771718,0.652451,1.152243,0.282677,0.013343,0.031056,3.601066,9.565815,0.538831,1.152243,0.977845,0.978013,-0.570355,0.087851,38.645554
1001021,58226.83062,2018,4,18,19,56,5.29312,0.21528,283.496999,-16.250917,178.305789,51.121584,177.842301,50.686055,0.4429,61.920316,60.906593,-23.059215,15.330591,107.685592,99.361994,131.430568,2.760576,27.117531,4.428697,1.384186,0.526598,0.655277,28.480756,166.330263,270.418893,1.628515,33.39183,283.035447,6.577378,28.480756,0.931777,0.951113,1.105529,0.899004,1.189069,0.220773,0.057022,0.065291,2.306363,22.16631,0.394763,1.189069,0.931777,0.951113,0.272511,0.115,-54.249742
1001022,58226.83102,2018,4,18,19,56,39.87208,0.16536,274.896205,-0.828954,192.503033,36.343901,191.931474,36.006068,0.278942,64.574834,63.662742,-28.894103,15.452428,110.792181,102.196016,206.03723,2.190977,346.102207,1.333915,19.067271,0.963482,0.696292,28.481147,135.052372,247.968005,83.259311,41.275112,275.300858,22.517918,28.481147,3.422847,2.710311,5.214203,2.192481,1.896028,24.77898,0.220083,0.111705,6.95214,30.88195,105.953854,1.896028,3.422847,2.710311,0.384603,0.392456,-37.188601
1001023,58226.83105,2018,4,18,19,56,42.27136,0.13104,294.22613,-3.934046,161.411217,40.382719,160.908057,40.155799,0.311528,64.839816,63.799719,-27.478754,16.26259,102.761792,96.305228,195.191161,3.60561,251.56973,2.166937,2.15586,0.53798,0.996051,28.481175,148.532261,192.373663,3.165415,36.636029,295.403134,17.392081,28.481175,2.629946,2.094903,3.534861,1.506786,1.5197,0.898649,0.166245,0.018886,3.41648,29.540238,2.128648,1.5197,2.629946,2.094903,0.056214,0.302417,-10.118312
1001024,58226.83135,2018,4,18,19,57,8.44192,0.08424,316.816603,-5.595279,134.302408,51.835511,134.003199,51.589245,0.396664,66.133744,64.974614,-32.541448,13.115552,107.496992,103.85834,176.064802,1.204605,284.814056,1.706208,4.233456,0.840181,0.676585,28.481471,159.026092,106.584962,8.71049,39.270694,317.556247,10.453258,28.481471,0.942316,1.216502,0.17433,1.368646,1.883466,7.457208,0.109006,0.057012,3.045982,20.250527,34.311334,1.883466,0.942316,1.216502,-0.32392,0.182809,40.692502
1001025,58226.83138,2018,4,18,19,57,10.78504,0.2652,218.096427,-10.163655,246.332992,75.55695,245.992649,71.70664,3.620083,27.437853,25.455459,-31.319436,13.802612,93.692283,91.306378,195.666168,2.648244,105.619854,3.272836,1.679025,0.754891,0.411544,28.481497,4.63614,291.838504,2.175633,35.020949,219.004839,4.568259,28.481497,2.576269,2.554944,2.091021,1.096367,1.556688,0.417631,0.051721,0.053215,2.713454,11.163815,0.838213,1.556688,2.576269,2.554944,1.36038,0.084756,-46.839815
1001026,58226.83159,2018,4,18,19,57,29.68288,0.26832,314.062231,14.959771,117.060118,34.625905,116.683353,34.471638,0.499238,47.441781,45.923426,-25.912514,20.542459,102.584358,92.265753,110.182741,1.444034,300.314561,2.911169,0.979504,0.545838,0.444853,28.481711,105.751623,54.726293,0.969413,29.20253,321.507638,30.861611,28.481711,0.52516,0.499668,0.548566,0.387613,0.217941,0.024899,0.012199,0.017719,1.016584,5.294227,0.036975,0.217941,0.52516,0.499668,-0.353122,0.53459,60.398855
1001027,58226.83163,2018,4,18,19,57,32.48464,0.27456,310.606479,-8.107746,142.802006,50.511144,142.362732,50.062836,0.614096,52.481768,51.109114,-27.833064,16.259209,103.989964,94.749677,156.555264,2.796342,310.510673,3.644418,0.754455,0.550621,0.339036,28.481742,156.114927,30.075701,0.655315,24.191775,310.83025,9.761358,28.481742,0.304941,0.476301,0.061621,0.50162,0.548555,0.018798,0.024809,0.026798,1.474737,5.051477,0.024503,0.548555,0.304941,0.476301,-0.208604,0.170399,67.650014
1001028,58226.83171,2018,4,18,19,57,39.4828,0.17784,306.994772,-7.683057,146.703312,48.413288,146.310246,48.143492,0.399301,63.380818,62.239103,-30.409586,14.976026,105.815471,98.383631,112.361534,2.18541,350.762004,3.163843,1.557396,0.447053,0.861157,28.481822,158.716987,122.608511,1.943563,34.432578,307.420807,11.078593,28.481822,0.590511,1.133286,0.017176,1.233456,1.552129,0.345911,0.088253,0.043947,2.674519,27.562089,0.663282,1.552129,0.590511,1.133286,-0.149329,0.193198,43.057888
1001029,58226.83175,2018,4,18,19,57,43.5856,0.21216,291.078784,-0.601126,165.483511,36.344848,164.848699,36.071164,0.35366,57.522941,56.381642,-22.888679,24.161599,106.310435,96.465797,151.130342,1.37595,352.366101,2.748473,1.101455,0.178295,0.905071,28.481869,138.03732,249.661475,1.155979,30.856011,292.688032,21.191039,28.481869,0.473994,0.527982,0.647144,0.446884,0.32525,0.042035,0.026138,0.026847,1.000173,22.750884,0.066232,0.32525,0.473994,0.527982,0.100206,0.367874,-60.335971
