Event_Number,MJD,Begining_time_of_the_event_YYYY,MM,DD,hh,mm,ss.ssssss,Duratin[s],Radiant(Right_Ascension),Radiant(Declination),Radiant(Azimuth),Radiant(Zenith),Radiant(Azimuth)_uncorrected,Radiant(Zenith)_uncorrected,Zenith_angle_correction,Initial_velocity(observed)[km/s],Initial_velocity(geocentric)[km/s],RCS[dBsm]at_max_SNR,SNR_max[dB],Beginning_height[km],End height [km],Azimuth of meteor start point,Zenith of meteor start point,Azimuth of meteor end point,Zenith of meteor end point,Semimajor_axis_(AU),Eccentricity,Perihelion_dist_(AU),Lon_of_asc_node_(deg),Inclination_(deg),Argument_of_periapsis_(deg),Period [yr],Heliocentric velocity [km/s],Radiant (ecliptic longitude),Radiant (ecliptic latitude),Solar longitude,RA error,dec error,az error,ze error,velocity error,a error,e error,q error,i error,omega error,P error,heliocentric velocity error,radiant (ecliptic longitude),radiant (ecliptic latitude),Hammer X,Hammer Y,Time from perihelion [days]
1000937,58226.82044,2018,4,18,19,41,26.1988,0.19344,317.219852,-41.425244,151.831302,84.17135,151.274795,81.629433,2.586657,35.389127,33.409746,-8.48186,6.390567,104.657834,100.853284,145.808671,1.167898,331.698998,15.276133,0.569977,0.794683,0.117026,208.47081,92.461459,185.625632,0.430314,14.434604,306.996774,-23.85981,28.47081,3.818321,3.272849,1.681735,2.396868,1.759736,0.023265,0.06622,0.042268,10.32631,5.52261,0.026433,1.759736,3.818321,3.272849,-0.134854,-0.413696,65.714589
1000938,58226.8205,2018,4,18,19,41,31.5184,0.234,338.689526,-20.440262,124.187941,79.498958,123.967159,78.655044,0.908429,57.260162,55.852553,-32.502637,14.525509,100.220067,97.642826,138.772403,3.645729,290.770341,4.194729,2.13526,0.899432,0.21474,208.470871,146.766294,228.683113,3.120156,36.582512,332.659834,-10.659544,28.470871,0.477072,0.449223,0.208982,0.35995,1.884809,0.806382,0.019094,0.036448,2.971921,13.656288,1.874641,1.884809,0.477072,0.449223,-0.582305,-0.187802,38.844019
1000939,58226.82079,2018,4,18,19,41,56.3692,0.19656,235.922473,1.754458,239.739939,51.623041,239.340813,50.007361,1.282395,36.580748,35.122152,2.271977,32.588726,97.206338,92.434584,21.429659,4.973616,36.186169,8.123509,1.830769,0.86138,0.253781,28.471151,38.223387,307.939089,2.477138,35.634934,233.155022,20.939093,28.471151,1.103533,1.097128,0.932754,0.773624,0.518389,0.220371,0.013631,0.016247,2.192451,4.327824,0.450695,0.518389,1.103533,1.097128,1.070671,0.378256,-41.114432
1000940,58226.82094,2018,4,18,19,42,8.79928,0.14664,292.509538,-11.260544,161.516181,47.957397,161.063519,47.633686,0.400111,62.933954,61.852923,-32.580609,14.748568,102.303395,96.336163,167.480515,3.262497,302.870228,0.627871,1.378313,0.320072,0.937153,28.471292,160.037761,223.563794,1.618162,33.351468,292.444456,10.43987,28.471292,2.78287,1.739042,3.398299,1.06797,1.338045,0.261395,0.147675,0.074251,2.750375,52.395905,0.470009,1.338045,2.78287,1.739042,0.108355,0.182032,-36.587846
1000941,58226.82094,2018,4,18,19,42,9.36712,0.1716,302.058574,-4.294178,145.831278,44.927461,145.415708,44.696288,0.373417,62.858746,61.714295,-29.965395,16.53795,106.506343,98.689807,157.034248,1.933133,315.115666,2.331985,1.542713,0.380307,0.956009,28.471298,150.87066,145.669481,1.916142,34.354703,303.319318,15.511989,28.471298,1.261039,1.689999,0.827955,1.56079,1.762992,0.443073,0.149224,0.03844,3.652501,36.012165,0.857523,1.762992,1.261039,1.689999,-0.077887,0.269964,28.651204
1000942,58226.82096,2018,4,18,19,42,11.02696,0.22152,310.642966,-26.952518,149.551366,68.825931,149.212627,68.231848,0.664049,60.679485,59.467897,-25.278289,22.166612,99.763439,94.86424,159.070832,3.991003,316.561428,3.279743,1.120676,0.280954,0.805818,208.471318,163.0704,275.697239,1.18637,31.077075,305.94148,-8.443894,28.471318,0.255236,0.259208,0.156849,0.199759,0.530424,0.051456,0.01725,0.025886,0.616267,15.778019,0.081804,0.530424,0.255236,0.259208,-0.124841,-0.147318,64.19828
1000943,58226.82098,2018,4,18,19,42,12.83656,0.1092,321.492729,-2.46827,123.740065,54.803487,123.394979,54.086707,0.964346,44.089909,42.398858,-37.644716,8.831853,101.56034,98.679201,182.54313,0.594833,287.355124,1.907721,0.680405,0.87115,0.08767,28.471338,132.495728,16.180304,0.561243,21.413046,323.060086,11.999024,28.471338,3.850656,3.768257,4.569339,1.521473,1.499721,0.07008,0.048992,0.031548,14.936387,10.935335,0.087502,1.499721,3.850656,3.768257,-0.416805,0.210225,46.298366
1000944,58226.82124,2018,4,18,19,42,35.21632,0.29328,304.722583,0.732512,138.945006,41.853836,138.441828,41.526615,0.546534,50.148872,48.729648,-18.98631,21.995993,98.889783,88.15316,103.377126,3.863814,2.43111,3.582305,0.747501,0.452193,0.409486,28.471591,133.535552,25.58937,0.646275,23.967,307.251543,19.792362,28.471591,0.078854,0.114129,0.016943,0.124321,0.094726,0.003809,0.006287,0.006679,0.33189,0.948635,0.004939,0.094726,0.078854,0.114129,-0.14203,0.343953,80.364715
1000945,58226.8213,2018,4,18,19,42,39.9712,0.19032,303.235203,-9.213534,147.604351,49.783944,147.193139,49.453043,0.461096,59.961715,58.763105,-36.882461,9.828866,103.05583,95.876873,163.604194,2.911824,305.518646,2.401394,1.064045,0.187615,0.864414,28.471645,159.108321,96.823339,1.09759,30.398378,303.376744,10.456164,28.471645,1.24596,1.555806,0.893152,1.351277,1.712875,0.163362,0.055981,0.111127,3.461732,78.753263,0.256115,1.712875,1.24596,1.555806,-0.080033,0.18229,69.381247
1000946,58226.82164,2018,4,18,19,43,9.56752,0.13416,278.31086,-15.706691,180.701386,50.563518,180.219927,50.096092,0.465192,60.074586,59.041037,-27.256112,17.47659,100.601996,95.524912,183.204469,3.345814,296.696132,0.205534,1.335283,0.633942,0.488792,28.47198,163.018109,288.837393,1.54298,33.042081,278.067897,7.497789,28.47198,1.50249,1.518411,1.805746,1.466807,1.866737,0.346633,0.062891,0.097811,4.298526,27.561901,0.620711,1.866737,1.50249,1.518411,0.357841,0.131298,-52.518623
1000947,58226.82167,2018,4,18,19,43,12.53152,0.1872,307.610845,-5.567123,140.409531,48.639843,139.987459,48.263817,0.55097,54.247121,52.908619,-31.414628,12.626341,97.159748,90.60785,170.504024,3.766974,260.890612,2.397996,0.82007,0.421658,0.474281,28.472014,150.641893,38.811735,0.742637,26.046524,308.560446,12.978432,28.472014,1.110882,0.97904,1.274733,0.53272,0.557066,0.035019,0.04309,0.044166,2.177664,11.956514,0.047629,0.557066,1.110882,0.97904,-0.168191,0.226242,76.649078
1000948,58226.8217,2018,4,18,19,43,14.77792,0.156,295.358544,-4.806745,155.332176,42.58178,154.814492,42.286997,0.414567,57.930075,56.744077,-34.424928,10.362765,105.331267,98.377322,99.984337,1.903458,10.394803,2.852579,0.99979,0.049486,0.950314,28.472039,147.217238,277.942173,0.999684,29.512642,296.406024,16.335962,28.472039,2.251499,2.491184,2.411113,1.994712,1.915912,0.175459,0.05747,0.151896,5.189492,11.263639,0.267993,1.915912,2.251499,2.491184,0.039365,0.284172,-93.617496
1000949,58226.82217,2018,4,18,19,43,55.28488,0.156,306.26012,-9.76991,144.872401,51.513218,144.540023,51.278209,0.350201,70.042406,68.980489,4.89178,28.571141,109.929044,103.170466,251.241427,6.187649,280.438824,9.027643,8.558221,0.889718,0.94382,28.472497,163.701686,150.724382,25.036595,40.584093,306.193732,9.228349,28.472497,0.424935,0.49653,0.308257,0.422846,0.587273,6.396273,0.058286,0.007882,0.928433,4.809725,32.830079,0.587273,0.424935,0.49653,-0.12896,0.160977,20.659851
1000950,58226.82238,2018,4,18,19,44,13.23112,0.22152,305.118116,-3.174365,141.931233,45.176751,141.486718,44.873756,0.478564,55.767592,54.47906,-34.534573,10.741318,109.343632,100.382898,111.157532,2.02806,341.736439,3.21811,0.906346,0.303865,0.630939,28.4727,146.106415,53.490175,0.862861,27.935625,306.672727,15.904354,28.4727,0.806778,1.109744,0.384064,1.092917,1.069565,0.070564,0.049744,0.089505,2.870007,28.836889,0.101149,1.069565,0.806778,1.109744,-0.134575,0.276852,82.766194
1000951,58226.8224,2018,4,18,19,44,15.53368,0.16224,317.188861,7.933001,118.584738,44.028354,118.35184,43.91054,0.331685,65.975929,64.796749,-18.110434,21.602873,113.121531,105.299318,243.930094,0.6682,291.051803,4.60202,-7.204985,1.096564,0.695746,28.472726,134.210762,114.375214,,43.262669,322.246053,23.224754,28.472726,1.082745,1.03158,0.352182,1.217792,1.344977,149.014995,0.106687,0.042949,2.47302,13.296213,0,1.344977,1.082745,1.03158,-0.384257,0.404625,34.696144
1000952,58226.82258,2018,4,18,19,44,30.94024,0.29952,352.80941,8.731185,92.111777,71.589379,92.084204,69.432237,2.392931,33.243325,30.948716,-29.570309,17.019985,94.948898,91.412656,57.661678,2.971814,300.63015,3.645869,1.058098,0.871114,0.136374,28.4729,23.031634,31.101014,1.0884,30.32192,356.898431,10.864289,28.4729,0.866583,0.861884,0.653309,0.476891,0.72331,0.057983,0.013709,0.012349,2.493796,2.824049,0.089646,0.72331,0.866583,0.861884,-0.990452,0.195556,40.662765
1000953,58226.82296,2018,4,18,19,45,3.48496,0.19344,285.49531,-8.969741,171.27826,44.207735,170.796978,43.911246,0.334352,65.723492,64.735687,-20.963675,26.232217,101.986953,92.841677,158.168114,3.672317,21.77247,1.716124,2.64539,0.6798,0.847055,28.473268,154.336337,232.171604,4.302637,37.651284,285.755471,13.62376,28.473268,0.290582,0.381835,0.346041,0.345871,0.387181,0.303715,0.035632,0.011975,0.779358,5.515602,0.745683,0.387181,0.290582,0.381835,0.221561,0.237595,-35.829559
1000954,58226.82298,2018,4,18,19,45,5.58784,0.19344,290.450428,2.39718,159.928365,34.056692,159.256772,33.820486,0.351654,55.775281,54.581692,-32.652002,14.421427,102.770872,93.845714,168.78571,3.205792,261.995527,0.601756,1.057202,0.161527,0.886435,28.473293,131.538453,260.987197,1.087019,30.310313,292.51192,24.250141,28.473293,1.353045,0.968403,2.165753,0.628703,0.418078,0.052626,0.049352,0.06162,1.502423,39.808952,0.081332,0.418078,1.353045,0.968403,0.101243,0.420242,-69.617821
1000955,58226.82303,2018,4,18,19,45,9.8248,0.19968,281.099922,-4.08975,177.267939,38.977453,176.702653,38.67427,0.317649,62.881986,61.882209,-21.981848,21.93213,114.627148,105.052831,202.054131,1.694941,339.895995,2.748481,2.301896,0.671976,0.755077,28.47334,142.820025,247.497499,3.492437,36.98732,281.710697,18.897102,28.47334,1.099905,0.962951,1.670995,0.898475,0.804845,0.611832,0.080041,0.048065,2.378286,16.538897,1.437371,0.804845,1.099905,0.962951,0.284683,0.329207,-42.585961
1000956,58226.82311,2018,4,18,19,45,16.71688,0.19656,223.855947,-13.428432,237.804264,71.409815,237.423338,68.909439,2.297173,33.163227,31.574523,-24.861168,15.462015,105.641597,103.326144,320.734215,2.443492,18.330003,3.931489,1.959929,0.867676,0.259345,28.473418,4.846575,306.626881,2.743852,36.075892,225.37754,3.150987,28.473418,3.458817,3.348143,3.173128,1.420015,1.979043,1.110252,0.047403,0.064703,4.753287,15.804432,2.614224,1.979043,3.458817,3.348143,1.257079,0.057909,-40.883141
1000957,58226.82325,2018,4,18,19,45,28.78504,0.18096,317.66636,-31.40678,146.93448,75.373271,146.64004,74.776703,0.646606,65.247885,64.088063,-31.944991,14.276788,101.616612,98.667845,128.597979,3.750041,350.392315,2.974528,2.537714,0.670002,0.837441,208.473555,152.735112,305.878574,4.042631,37.463683,310.657488,-14.448284,28.473555,0.980404,0.764391,0.732206,0.412769,1.822923,1.374025,0.136981,0.04263,1.638291,20.653106,3.6366,1.822923,0.980404,0.764391,-0.203046,-0.251826,36.949884
1000958,58226.82326,2018,4,18,19,45,29.23744,0.19032,319.418373,-29.473095,144.542429,74.549005,144.269859,74.029319,0.572556,68.791614,67.670214,-22.644011,16.197414,106.658651,103.225045,189.313032,3.603041,291.889928,4.917784,14.224869,0.941523,0.831833,208.47356,155.919706,310.243267,53.650332,41.084801,312.748482,-13.07145,28.47356,0.453189,0.453829,0.2254,0.366879,1.491836,11.341583,0.122298,0.020469,1.171002,9.48101,0.904614,1.491836,0.453189,0.453829,-0.239703,-0.228064,31.317714
1000959,58226.82354,2018,4,18,19,45,53.8324,0.17784,306.97382,-8.891262,144.086943,50.847362,143.71608,50.549043,0.431338,62.740738,61.571106,-37.798919,9.851613,102.170762,95.460418,153.350979,2.952002,308.253927,1.983823,1.405217,0.396012,0.848735,28.473838,160.738853,117.015094,1.66577,33.533878,307.101324,9.911756,28.473838,1.512671,1.250959,1.714183,0.663017,0.854201,0.182417,0.079684,0.058119,2.223709,26.400555,0.327362,0.854201,1.512671,1.250959,-0.144357,0.172902,47.598385
1000960,58226.82356,2018,4,18,19,45,55.18648,0.19968,286.410392,-6.541957,169.789601,41.896707,169.241774,41.571718,0.375271,60.215453,59.136706,-28.804142,15.713847,115.654935,106.722386,149.131765,2.23631,12.066848,2.146968,1.276328,0.388538,0.780426,28.473853,148.105292,258.251924,1.441927,32.578912,286.97114,15.93345,28.473853,2.049521,1.933701,2.685696,1.641165,1.597848,0.296484,0.113481,0.110495,4.075143,46.518272,0.516446,1.597848,2.049521,1.933701,0.199208,0.277552,-55.752855
1000961,58226.82358,2018,4,18,19,45,56.97736,0.2028,296.179767,-5.421138,155.447126,43.2073,154.958092,42.936011,0.384012,60.641439,59.503863,-28.996295,16.447182,106.782382,97.727986,158.090475,1.83101,332.843825,2.96386,1.206571,0.169696,1.00182,28.473874,149.978097,190.38778,1.325346,31.962319,297.127977,15.584482,28.473874,0.924325,0.921415,1.044356,0.69911,0.68689,0.094575,0.063999,0.005862,1.765116,27.191535,0.156388,0.68689,0.924325,0.921415,0.027271,0.271176,-9.787167
1000962,58226.82392,2018,4,18,19,46,26.61112,0.16536,299.6815,-15.180891,155.781793,53.512887,155.353386,53.090839,0.515786,59.068598,57.884697,-27.176045,18.360949,102.196298,96.791739,179.81267,3.226681,289.079142,1.960307,0.938329,0.07459,0.868339,28.474209,169.089343,18.339921,0.908935,28.520828,298.684681,5.34951,28.474209,1.117339,1.289964,0.927929,1.054644,1.489974,0.095211,0.078022,0.150067,2.623758,3.409915,0.139231,1.489974,1.117339,1.289964,8.57E-04,0.093338,146.465873
1000963,58226.82407,2018,4,18,19,46,39.98656,0.22776,277.760082,-11.971776,182.675101,46.864,182.097368,46.304775,0.546855,53.106522,51.944634,-26.247023,18.219435,105.948667,97.446352,220.377893,2.627583,330.454061,3.361811,0.865289,0.658278,0.295688,28.474361,150.619331,321.019873,0.804899,27.099887,277.740085,11.256899,28.474361,2.117326,2.003987,2.715043,1.879026,1.849684,0.129944,0.085315,0.095825,7.073308,20.754064,0.183822,1.849684,2.117326,2.003987,0.360614,0.19697,-55.155577
1000964,58226.82418,2018,4,18,19,46,48.86296,0.1716,295.126244,-12.21816,160.057808,49.267691,159.59973,48.904063,0.447104,60.46002,59.32923,-26.825635,16.120323,105.476225,98.443609,115.877584,2.415592,13.505027,3.197095,1.07068,0.121624,0.940459,28.474461,162.014394,245.507899,1.107872,30.482366,294.850982,9.077576,28.474461,1.3978,1.845762,1.227535,1.595542,1.984053,0.19105,0.083322,0.107395,3.832757,123.436977,0.30183,1.984053,1.3978,1.845762,0.06715,0.158296,-59.927159
1000965,58226.82425,2018,4,18,19,46,55.45552,0.18408,293.797433,-24.811735,165.499725,61.119182,165.07867,60.554011,0.612584,58.589436,57.439902,-32.668027,14.390822,102.729141,97.681224,178.917374,3.153083,325.686351,2.385026,0.921537,0.24426,0.696442,208.474536,173.435171,124.138171,0.884645,28.220134,291.518793,-3.134955,28.474536,2.313792,1.244574,2.247498,0.77147,1.43875,0.096218,0.094819,0.140418,2.220136,48.374192,0.13958,1.43875,2.313792,1.244574,0.125759,-0.054734,-88.437508
1000966,58226.82462,2018,4,18,19,47,27.3544,0.26832,325.522019,-26.35688,138.483395,74.868405,138.092969,73.552226,1.412352,44.169699,42.494306,-28.938091,19.374695,94.643698,91.360168,151.7092,3.484862,303.960943,3.477822,0.646495,0.842983,0.101511,208.474896,136.819564,195.145692,0.519813,19.76838,319.00548,-11.863656,28.474896,0.289449,0.265348,0.189983,0.15879,0.410891,0.008242,0.010283,0.007597,1.483939,1.65217,0.009942,0.410891,0.289449,0.265348,-0.347652,-0.207491,49.884608
1000967,58226.8247,2018,4,18,19,47,34.39,0.24024,294.835083,-0.014418,155.115696,37.528437,154.533419,37.287897,0.372373,57.088019,55.895721,-27.061956,14.380736,103.309905,92.7885,143.188065,3.760997,18.736783,1.185263,1.049599,0.055408,0.991442,28.474976,138.101609,220.724519,1.075314,30.210823,296.764695,21.144755,28.474976,1.113982,1.014424,1.492028,0.723475,0.555925,0.062894,0.05495,0.03706,1.874605,169.100661,0.096883,0.555925,1.113982,1.014424,0.032607,0.366968,-40.051052
1000968,58226.82487,2018,4,18,19,47,49.04152,0.17784,273.201673,-13.744624,188.816928,49.030907,188.320932,48.527925,0.465461,58.988403,57.976926,-27.164726,17.526275,99.8441,93.169889,192.389451,3.639636,349.999961,0.882897,1.471724,0.740104,0.382495,28.475142,156.178031,297.10505,1.785417,33.9525,273.154649,9.657238,28.475142,1.563241,1.240619,1.840497,1.046948,1.246388,0.316499,0.048236,0.066978,3.983876,16.709022,0.589064,1.246388,1.563241,1.240619,0.440725,0.169394,-47.609538
1000969,58226.82488,2018,4,18,19,47,49.21936,0.23088,286.276496,19.344755,158.812463,16.461005,157.18434,16.382926,0.255723,45.062707,43.630731,-34.400934,11.670441,103.725683,93.541024,45.998486,0.828597,359.078649,2.305507,0.98977,0.133448,0.857687,28.475144,95.29027,283.843539,0.984694,29.361498,290.716114,41.618318,28.475144,1.240302,1.401337,2.828814,1.175151,0.27926,0.055011,0.027127,0.070541,1.713922,52.114059,0.082275,0.27926,1.240302,1.401337,0.111871,0.710882,-88.593383
1000970,58226.8251,2018,4,18,19,48,9.022,0.17472,307.501701,6.928063,131.569413,37.595435,131.072745,37.354886,0.512343,48.889615,47.430795,-33.12471,11.471969,102.084086,95.130435,163.987733,2.722407,241.982008,1.691966,0.807125,0.463592,0.432949,28.475368,121.157373,37.254964,0.725122,25.714525,311.855853,25.081561,28.475368,0.843086,1.022005,0.157894,1.191082,0.801858,0.040486,0.049878,0.06075,2.804514,11.999484,0.054658,0.801858,0.843086,1.022005,-0.212384,0.434942,72.986105
1000971,58226.82532,2018,4,18,19,48,27.76696,0.14976,291.530424,2.575513,159.438546,33.952139,158.844741,33.782478,0.274144,62.97859,61.914215,-28.44664,18.635493,106.246421,98.408132,172.221467,2.58199,279.025391,0.750075,2.33183,0.57685,0.986713,28.47558,136.298458,197.754069,3.560781,37.053453,293.711387,24.257675,28.47558,1.912423,1.71919,2.845179,1.28447,0.983201,0.73284,0.124251,0.01748,2.757519,19.437223,1.755902,0.983201,1.912423,1.71919,0.081774,0.420323,-14.226425
1000972,58226.82549,2018,4,18,19,48,42.70552,0.41808,204.74408,-0.188315,261.451576,78.273679,261.285518,71.457268,6.491274,21.033303,18.286162,-27.672579,20.454971,92.859512,90.150022,282.052078,2.587383,62.634812,2.957194,1.939986,0.642515,0.693517,28.475749,5.444773,257.931532,2.702078,36.011928,202.991372,9.407991,28.475749,0.746653,0.754989,0.585623,0.270293,0.297978,0.10351,0.018277,0.01111,0.506385,2.806612,0.216621,0.297978,0.746653,0.754989,1.605414,0.179274,-46.67886
1000973,58226.82551,2018,4,18,19,48,44.25928,0.19032,109.783737,24.502994,350.008772,119.962248,351.678427,87.748639,32.24522,13.123513,7.083876,13.943142,35.258501,86.642785,86.60371,241.920979,4.766265,230.256131,5.258005,2.15752,0.536166,1.000731,28.475766,0.443268,171.92196,3.169074,36.640402,107.952853,2.290557,28.475766,4.36466,15.347367,2.266255,0.623222,1.413714,1.204328,0.235277,0.001267,0.55954,179.909841,2.864358,1.413714,4.36466,15.347367,-2.690229,0.054115,6.635355
1000974,58226.82559,2018,4,18,19,48,50.8456,0.14976,314.676922,5.78537,124.535793,42.990322,124.215074,42.803275,0.420243,57.905314,56.611287,-28.648673,13.829951,114.793857,108.581766,75.832921,1.601195,336.842573,2.358564,1.56037,0.623921,0.586822,28.475841,132.729331,85.307598,1.949133,34.44829,318.957494,21.954535,28.475841,2.085189,2.098178,1.914877,1.59675,1.538119,0.454028,0.085451,0.091928,4.942933,27.619708,0.884036,1.538119,2.085189,2.098178,-0.332946,0.382283,51.062283
1000975,58226.82579,2018,4,18,19,49,8.27704,0.156,315.33104,-31.892322,149.663731,74.388345,149.368231,73.837516,0.598304,67.239432,66.123808,-5.585248,42.316835,95.086025,92.259518,122.470509,2.189197,343.316321,4.230007,3.880702,0.768122,0.899849,208.476038,153.942065,319.533313,7.644788,39.029874,308.549047,-14.319723,28.476038,0.270822,0.411499,0.011179,0.429653,1.528462,3.212881,0.125141,0.013231,1.272145,9.127177,11.373132,1.528462,0.270822,0.411499,-0.167228,-0.2495,28.408
1000976,58226.82585,2018,4,18,19,49,13.684,0.234,297.019556,-10.179282,157.628787,47.704796,157.14293,47.328916,0.476869,57.508237,56.315062,-35.800443,10.242766,109.207647,100.07232,163.03578,1.714184,334.268944,3.863622,0.896978,0.123314,0.786368,28.476099,157.740227,347.442975,0.849518,27.753779,297.073808,10.754473,28.476099,2.238604,1.927903,2.501459,1.360636,1.500106,0.093607,0.10995,0.181227,3.801421,23.591959,0.134018,1.500106,2.238604,1.927903,0.028628,0.187433,-141.414841
1000977,58226.82587,2018,4,18,19,49,14.9632,0.17784,309.378098,18.387558,115.125429,30.512059,114.763898,30.480256,0.369164,51.521847,50.129418,-19.443159,22.737427,104.013824,96.322039,231.094818,1.75506,269.515474,3.985964,1.400111,0.489396,0.714902,28.476113,106.952441,97.078766,1.656699,33.499828,317.714886,35.5325,28.476113,0.607947,0.541998,0.565307,0.495634,0.25854,0.068128,0.019316,0.020525,0.985427,8.32608,0.121059,0.25854,0.607947,0.541998,-0.282612,0.612166,53.484235
1000978,58226.8259,2018,4,18,19,49,17.40304,0.15912,290.209142,-24.297739,169.673484,59.876576,169.271012,59.393307,0.515973,63.007315,61.958469,-15.602096,21.156181,100.297418,95.157043,217.276577,4.227387,292.760045,3.9701,1.338827,0.393079,0.812562,208.476141,175.77504,71.1164,1.549125,33.06835,288.364902,-2.139944,28.476141,1.032155,0.666436,0.998744,0.508786,0.968451,0.154955,0.064881,0.051385,1.178191,23.806301,0.27091,0.968451,1.032155,0.666436,0.180835,-0.037385,-52.080063
1000979,58226.82601,2018,4,18,19,49,27.20296,0.1872,322.546486,-1.984978,124.023708,53.92801,123.762139,53.59059,0.523725,59.001066,57.683891,-27.825161,17.026542,104.991892,98.602013,158.951627,2.220874,280.255565,3.4147,1.659559,0.767439,0.385949,28.476252,150.212326,65.297485,2.137909,34.933304,324.238408,12.119254,28.476252,0.786674,0.790532,0.678845,0.543408,0.751066,0.207739,0.026286,0.034263,2.204128,9.072986,0.404673,0.751066,0.786674,0.790532,-0.436722,0.212426,46.264811
1000980,58226.82601,2018,4,18,19,49,27.50248,0.16848,295.204125,4.223893,152.646137,33.538418,151.99192,33.337884,0.357891,54.861188,53.624944,-28.054857,19.266472,105.783921,98.144643,160.12642,1.399055,323.040359,1.40381,1.008946,0.00595,1.002943,28.476256,129.520974,141.895867,1.01345,29.647376,298.003629,25.24393,28.476256,2.110614,1.651423,3.349109,0.98991,0.632378,0.079273,0.024521,0.064288,2.741736,85.941591,0.120017,0.632378,2.110614,1.651423,0.011842,0.437039,38.749387
1000981,58226.82607,2018,4,18,19,49,32.28544,0.19656,289.298838,-10.805536,167.99733,46.418566,167.451553,45.978105,0.499737,55.323749,54.137029,-7.905708,37.871167,102.848861,95.398419,141.82853,0.205036,348.675921,4.479778,0.832683,0.359132,0.53364,28.47631,154.932748,320.66022,0.759836,26.356124,289.335886,11.345454,28.47631,0.112619,0.184167,0.111257,0.167199,0.161693,0.008638,0.008927,0.012334,0.439713,3.295314,0.011824,0.161693,0.112619,0.184167,0.161579,0.197854,-83.372382
1000982,58226.82612,2018,4,18,19,49,37.1308,0.19032,294.684763,-2.8571,157.61245,39.994436,157.043806,39.704208,0.406946,56.512021,55.312997,-33.214816,10.998614,104.327587,96.298193,109.419613,2.35415,16.357836,2.970583,0.952337,0.080136,0.876021,28.476365,142.608251,316.103174,0.929364,28.761202,296.072748,18.37357,28.476365,1.690936,2.229306,1.735049,1.926082,1.645186,0.13684,0.09708,0.169561,4.826899,158.136859,0.202841,1.645186,1.690936,2.229306,0.044652,0.319324,-122.065463
1000983,58226.82617,2018,4,18,19,49,41.40208,0.25896,311.088553,16.925303,115.473527,32.616319,115.175689,32.60588,0.294253,59.660395,58.426708,-26.138579,20.410494,104.821681,91.893342,134.632035,2.915283,264.891145,2.187304,6.290435,0.873329,0.796817,28.476413,116.1789,123.848535,15.776877,40.125487,319.041594,33.634685,28.476413,0.470508,0.392572,0.184639,0.490442,0.325818,1.652236,0.029208,0.013853,0.779212,4.92445,6.400829,0.325818,0.470508,0.392572,-0.307749,0.580716,34.809371
1000984,58226.82646,2018,4,18,19,50,6.1156,0.22776,295.049769,-7.484011,159.349358,44.478561,158.830673,44.136162,0.441475,57.501323,56.320489,-20.506588,22.098804,102.604013,93.186718,197.462484,3.546565,295.223427,3.535701,0.934237,0.108274,0.833083,28.476692,151.826709,318.096991,0.902995,28.448787,295.606715,13.754052,28.476692,0.449768,0.376697,0.543251,0.267776,0.262637,0.018691,0.023413,0.038223,0.723138,24.545184,0.027106,0.262637,0.449768,0.376697,0.053404,0.239495,-118.451861
1000985,58226.82648,2018,4,18,19,50,8.206,0.2028,298.092745,-34.610659,164.888729,71.358347,164.509206,70.677448,0.713586,59.807743,58.669756,-25.890541,20.067725,105.752714,101.738728,179.672848,2.205887,336.602185,4.353581,1.093352,0.1659,0.911965,208.476716,153.390859,69.240229,1.143247,30.760159,293.482608,-13.43554,28.476716,0.73093,0.551338,0.541028,0.396707,1.151002,0.10771,0.051769,0.058632,1.409732,55.765046,0.169858,1.151002,0.73093,0.551338,0.089767,-0.234019,-60.648323
1000986,58226.82655,2018,4,18,19,50,14.0872,0.22152,286.200681,-9.609877,172.22065,44.773121,171.694594,44.399744,0.410437,59.766302,58.686875,-34.814861,12.970785,104.105022,94.567093,174.253994,2.874386,348.301524,2.400658,1.16422,0.385394,0.715536,28.476783,153.501663,271.911505,1.256182,31.545198,286.392819,12.90994,28.476783,1.333381,1.246785,1.683417,1.085673,1.140866,0.157644,0.059194,0.085014,2.814887,31.307233,0.25775,1.140866,1.333381,1.246785,0.211188,0.225161,-61.785774
1000987,58226.82681,2018,4,18,19,50,35.97088,0.23712,285.632766,3.792642,170.603592,31.390615,169.802715,31.09507,0.356734,53.005499,51.795344,-11.780674,33.720282,110.148467,99.43822,155.832958,2.44155,21.546285,1.240513,0.977082,0.288324,0.695365,28.47703,124.804774,291.976607,0.96582,29.164515,287.451277,26.287523,28.47703,0.191039,0.280595,0.29409,0.255725,0.144061,0.016421,0.007605,0.016959,0.595135,6.337267,0.024352,0.144061,0.191039,0.280595,0.181293,0.455315,-77.495087
1000988,58226.82713,2018,4,18,19,51,3.61408,0.19656,296.467556,-11.712123,159.523881,48.861087,159.070958,48.515368,0.43078,61.302291,60.18396,-31.343039,15.917761,105.421162,97.857591,160.896424,2.545986,337.064142,2.498385,1.143029,0.134177,0.989661,28.477343,161.787816,208.652685,1.222042,31.322662,296.249589,9.345684,28.477343,1.363827,1.595816,1.293553,1.326933,1.655145,0.183175,0.127821,0.047454,3.1774,109.666977,0.297985,1.655145,1.363827,1.595816,0.042979,0.162944,-27.140344
