Ver,Group,LocalTime,Mag,Dur(sec),AV(deg/s),Loc_Cam,TZ(h),Y(UT),M(UT),D(UT),H(UT),M,S, Dir1, Alt1, Ra1, Dec1, Ra2, Dec2,alpha,delta, , , , , ,io,err1,err2,G1,dd(deg),dr(deg),Vo(km/s),dV(%),ra_m,dec_m,refs,errm,rat,dct,voo,vooerr,tmerr,sps,sN,drop
R05B25, J5_Lyr,20180421_233308,1.5,0.384,14.276, CB4_35, 9.0,2018,04,21,14,33,8.520,60.6,28.0,154.843079,-4.293546,151.798157,-6.299883,71.265663,56.131813,1576824724,1042009584,497124744,907386362,480186586,3,0.00259,0.04389, J5_Lyr,0.0,1.2,56.2,+17.2,152.950409,-5.543981,95,0.30,0.00000,0.00000,-1.000,-1.000,1.000,59.940,23,-1
R05B25, J5_Lyr,20180421_233811,0.7,0.117,16.525, CB4_35, 9.0,2018,04,21,14,38,11.770,56.6,35.1,163.457733,-1.579711,161.584106,-2.919193,75.661568,54.353466,889508072,2673171452,973185415,1594234986,1004673597,3,-1.00000,0.00057, J5_Lyr,0.0,1.2,58.0,+20.9,162.825562,-2.032186,0,0.75,0.00000,0.00000,-1.000,-1.000,1.000,59.940,8,-1
R05B25, spo,20180421_234205,2.1,0.384,7.650, CB4_35, 9.0,2018,04,21,14,42,5.030,57.5,24.4,156.500153,-8.870424,154.892548,-11.239793,72.360542,33.194206,4202183858,854732720,153135328,2434719046,198810100,3,0.00290,0.00180, spo,0.0,-1.0,-1.0,-1.0,155.695938,-10.059231,97,0.35,184.05865,30.28325,40.370,-1.000,1.000,59.940,24,-1
R05B25, spo,20180421_235358,3.0,0.317,5.257, CB4_35, 9.0,2018,04,21,14,53,58.760,52.0,29.4,166.553940,-8.379821,165.163513,-9.335678,88.339226,54.199749,311981172,2244681404,478410568,2078570275,488433380,3,-1.00000,0.00081, spo,0.0,-1.0,-1.0,-1.0,165.988586,-8.769692,0,0.35,0.00000,0.00000,-1.000,-1.000,1.000,59.940,18,-1
R05B25, J5_Lyr,20180421_235439,0.5,0.417,17.346, CB4_35, 9.0,2018,04,21,14,54,39.040,39.8,28.3,174.839111,-15.686874,169.786133,-18.620441,108.229874,54.724182,1990628094,3153635120,3799729935,513347895,3810461300,3,-1.00000,0.00238, J5_Lyr,0.0,0.9,45.5,-5.2,172.702408,-16.953959,0,0.36,0.00000,0.00000,-1.000,-1.000,1.000,59.940,29,-1
R05B25, spo,20180421_235644,1.8,0.450,12.170, CB4_35, 9.0,2018,04,21,14,56,44.650,57.6,35.0,167.413528,-1.090114,165.143082,-6.482217,77.870049,22.720469,2986523225,3585673276,2346995436,3702182164,2317181739,3,0.00337,0.00114, spo,0.0,-1.0,-1.0,-1.0,166.441116,-3.408177,111,0.36,180.86340,28.99376,67.920,-1.000,1.000,59.940,26,-1
R05B25, spo,20180421_235856,3.9,0.384,4.095, CB4_35, 9.0,2018,04,21,14,58,56.100,66.0,27.4,157.566330,-1.289462,156.836227,-2.720067,68.223572,27.003780,3839897186,3973889584,3290519192,2415800458,3313165898,3,-1.00000,0.00056, spo,0.0,-1.0,-1.0,-1.0,157.243271,-1.922814,0,0.37,328.70981,20.39915,39.090,-1.000,1.000,59.940,22,-1
R05B25, spo,20180422_000008,2.0,0.417,10.794, CB4_35, 9.0,2018,04,21,15,00,8.610,62.2,34.1,164.989014,0.980774,160.888687,2.379690,257.777100,70.610664,1694880491,1423336252,1700985243,214631073,1687970251,3,-1.00000,0.04757, spo,0.0,-1.0,-1.0,-1.0,163.036896,1.665926,0,0.32,0.00000,0.00000,-1.000,-1.000,1.000,59.940,26,-1
R05B25, spo,20180422_000136,4.2,0.334,4.369, CB4_35, 9.0,2018,04,21,15,01,36.540,45.6,31.3,174.058838,-10.346780,173.016678,-10.976954,100.273827,56.822521,3070743219,28228656,3117377794,3636964816,3092425677,3,-1.00000,0.02097, spo,0.0,-1.0,-1.0,-1.0,173.557220,-10.650855,0,0.34,0.00000,0.00000,-1.000,-1.000,1.000,59.940,19,-1
R05B25, spo,20180422_000446,4.4,0.517,5.905, CB4_35, 9.0,2018,04,21,15,04,46.450,50.2,31.6,171.951187,-7.696432,172.807465,-10.545753,259.685181,16.308182,460053497,3998329148,1704460174,1962075026,1677874997,3,-1.00000,0.02743, spo,0.0,-1.0,-1.0,-1.0,172.455917,-9.381763,0,0.33,7.71454,38.53412,33.140,-1.000,1.000,59.940,28,-1
R05B25, spo,20180422_000807,1.4,0.150,18.561, CB4_35, 9.0,2018,04,21,15,08,7.990,65.5,33.2,164.461594,2.326270,162.148819,0.851067,70.816772,57.420540,1534651717,436557872,3992160902,848620100,3962298678,3,0.00289,0.00123, spo,0.0,-1.0,-1.0,-1.0,163.275589,1.570362,113,0.38,0.00000,0.00000,-1.000,-1.000,1.000,59.940,10,-1
R05B25, spo,20180422_000841,1.9,0.217,8.361, CB4_35, 9.0,2018,04,21,15,08,41.840,51.0,32.4,172.815109,-6.653779,170.905060,-6.151653,238.999924,73.885872,4068814240,1535923516,1127687152,2634976934,1120605629,3,0.00286,0.00177, spo,0.0,-1.0,-1.0,-1.0,172.128876,-6.474307,112,0.36,0.00000,0.00000,-1.000,-1.000,1.000,59.940,14,-1
R05B25, spo,20180422_001135,1.3,0.184,11.769, CB4_35, 9.0,2018,04,21,15,11,35.950,63.6,23.2,159.098862,-5.674792,157.125977,-4.920747,234.607132,68.342255,1290317251,1990578224,2972196816,639769689,3016526385,3,0.00294,0.00125, spo,0.0,-1.0,-1.0,-1.0,158.337219,-5.384200,111,0.37,0.00000,0.00000,-1.000,-1.000,1.000,59.940,12,-1
R05B25, spo,20180422_001929,4.2,1.502,4.050, CB4_35, 9.0,2018,04,21,15,19,29.060,54.6,29.1,171.065735,-7.138807,164.796432,-7.879159,125.611931,79.876953,2230767924,3374312764,810005095,3954483018,837452248,3,-1.00000,0.03907, spo,0.0,-1.0,-1.0,-1.0,170.646347,-7.191152,0,0.33,336.06863,7.88813,56.430,-1.000,1.000,59.940,14,-1
R05B25, spo,20180422_002147,2.6,0.317,7.249, CB4_35, 9.0,2018,04,21,15,21,47.820,55.9,22.9,166.533066,-10.942889,164.101898,-10.740409,189.581451,78.133698,149651404,4001972272,998454833,1637244285,963637088,3,0.00315,0.00155, spo,0.0,-1.0,-1.0,-1.0,165.562881,-10.864407,105,0.33,0.00000,0.00000,-1.000,-1.000,1.000,59.940,20,-1
R05B25, spo,20180422_002942,2.0,0.350,11.126, CB4_35, 9.0,2018,04,21,15,29,42.310,57.7,33.0,174.276413,-2.453518,172.169357,-5.184851,86.159302,37.481617,1003470434,3469712700,1107592039,1410764892,1139565276,3,0.00329,0.07742, spo,0.0,-1.0,-1.0,-1.0,173.159119,-3.904671,102,0.33,196.49336,24.78121,57.230,-1.000,1.000,59.940,21,-1
R05B25, spo,20180422_003204,0.9,0.083,10.425, CB4_35, 9.0,2018,04,21,15,32,4.920,62.5,34.7,173.237030,1.534944,172.671814,1.366970,78.085876,73.382080,2888057457,1179459632,1381532403,3284231588,1383779077,3,0.00299,0.00071, spo,0.0,-1.0,-1.0,-1.0,172.993774,1.462670,94,0.33,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, spo,20180422_003235,5.0,0.184,2.859, CB4_35, 9.0,2018,04,21,15,32,35.810,49.6,21.8,172.955109,-15.602901,172.441513,-15.706110,135.318344,70.575012,397100210,2350382396,3277055376,2017036592,3248286270,3,-1.00000,0.00079, spo,0.0,-1.0,-1.0,-1.0,172.648407,-15.663938,0,0.33,325.94159,14.66150,21.810,-1.000,1.000,59.940,11,-1
R05B25, spo,20180422_003316,3.6,0.184,3.617, CB4_35, 9.0,2018,04,21,15,33,16.070,43.0,25.7,180.585648,-16.244871,180.507324,-16.767162,92.885506,7.841648,1740236201,1304354864,1739252758,248196130,1725475511,3,0.00276,0.06731, spo,0.0,-1.0,-1.0,-1.0,180.540375,-16.547146,93,0.33,0.00000,0.00000,-1.000,-1.000,1.000,59.940,11,-1
R05B25, J5_Lyr,20180422_003608,2.8,0.217,13.092, CB4_35, 9.0,2018,04,21,15,36,8.930,53.1,23.5,172.444199,-12.196922,170.667923,-13.390723,99.371284,53.410023,1127649208,850050364,303397633,747287182,281788334,3,0.00316,0.03303, J5_Lyr,0.0,3.0,50.5,+5.2,171.458847,-12.862026,94,0.34,0.00000,0.00000,-1.000,-1.000,1.000,59.940,14,-1
R05B25, spo,20180422_003653,2.9,0.250,9.343, CB4_35, 9.0,2018,04,21,15,36,53.980,62.6,33.3,173.418610,0.617298,171.186539,-0.408415,82.075256,65.317398,684700331,1767268400,2278294649,1193571290,2251848733,3,-1.00000,0.00078, spo,0.0,-1.0,-1.0,-1.0,172.554810,0.220389,0,0.31,0.00000,0.00000,-1.000,-1.000,1.000,59.940,16,-1
R05B25, spo,20180422_004025,3.9,0.200,3.524, CB4_35, 9.0,2018,04,21,15,40,25.220,60.4,25.3,169.881821,-6.375208,169.565887,-6.935209,83.439682,29.048483,3686725928,4080287036,3072187957,3029267643,3054603163,3,-1.00000,0.00517, spo,0.0,-1.0,-1.0,-1.0,169.697510,-6.702085,0,0.33,0.00000,0.00000,-1.000,-1.000,1.000,59.940,13,-1
R05B25, spo,20180422_004113,2.9,0.350,5.514, CB4_35, 9.0,2018,04,21,15,41,13.270,40.6,28.8,186.127686,-14.855742,185.920685,-16.332563,98.102821,7.403304,2301022689,1638752304,970902928,3816439204,946198653,3,0.00307,0.12245, spo,0.0,-1.0,-1.0,-1.0,186.007568,-15.715348,94,0.30,0.00000,0.00000,-1.000,-1.000,1.000,59.940,19,-1
R05B25, spo,20180422_004128,3.7,0.117,6.118, CB4_35, 9.0,2018,04,21,15,41,28.640,51.9,22.6,174.020767,-13.642035,173.242737,-13.511191,210.021591,73.300781,695589924,1590639932,2411923389,1186445256,2366812925,3,0.00308,0.00140, spo,0.0,-1.0,-1.0,-1.0,173.703690,-13.589020,97,0.34,0.00000,0.00000,-1.000,-1.000,1.000,59.940,8,-1
R05B25, spo,20180422_004721,3.6,1.001,6.431, CB4_35, 9.0,2018,04,21,15,47,21.180,56.2,29.9,177.533981,-5.604449,175.005066,-10.799572,90.207642,25.424843,2026550122,271278128,3444295641,275027865,3423339169,3,0.00332,0.00090, spo,0.0,-1.0,-1.0,-1.0,176.226776,-8.308845,97,0.35,189.73665,21.23593,32.790,-1.000,1.000,59.940,60,-1
R05B25, spo,20180422_004813,3.0,0.117,8.378, CB4_35, 9.0,2018,04,21,15,48,13.840,52.0,35.1,183.906448,-4.038331,183.402649,-5.126046,95.767075,24.697496,2315266383,3130342716,1019348799,3819326647,1020960018,3,0.00303,0.00036, spo,0.0,-1.0,-1.0,-1.0,183.747513,-4.381870,103,0.32,0.00000,0.00000,-1.000,-1.000,1.000,59.940,8,-1
R05B25, spo,20180422_004922,3.9,0.184,3.390, CB4_35, 9.0,2018,04,21,15,49,22.220,48.9,32.4,184.446472,-7.735189,184.295166,-7.959470,99.584633,33.398136,2191597111,2244436016,2173321368,3944055710,2153281977,3,0.00303,0.00034, spo,0.0,-1.0,-1.0,-1.0,184.349106,-7.879554,101,0.34,0.00000,0.00000,-1.000,-1.000,1.000,59.940,7,-1
R05B25, spo,20180422_005120,1.5,0.317,6.816, CB4_35, 9.0,2018,04,21,15,51,20.980,58.4,34.6,180.361771,-0.885415,178.447159,-0.386722,266.963867,75.385559,3284721609,2067873084,2521102566,2860518113,2524617727,3,0.00347,0.00417, spo,0.0,-1.0,-1.0,-1.0,179.417923,-0.639675,104,0.34,0.00000,0.00000,-1.000,-1.000,1.000,59.940,18,-1
R05B25, spo,20180422_005413,3.6,0.284,6.731, CB4_35, 9.0,2018,04,21,15,54,13.070,48.8,24.7,180.879837,-13.868728,178.840454,-13.659199,203.827545,74.991188,2006068478,406806576,1177344601,519100166,1194564560,3,0.00339,0.00148, spo,0.0,-1.0,-1.0,-1.0,180.030319,-13.783532,117,0.32,0.00000,0.00000,-1.000,-1.000,1.000,59.940,18,-1
R05B25, spo,20180422_005845,3.7,0.150,6.143, CB4_35, 9.0,2018,04,21,15,58,45.490,63.6,22.0,170.034119,-6.471172,169.387527,-7.202377,85.677803,40.925682,3000180440,618216764,1737167644,3723141209,1699373316,3,0.00303,0.00028, spo,0.0,-1.0,-1.0,-1.0,169.747711,-6.795445,109,0.34,0.00000,0.00000,-1.000,-1.000,1.000,59.940,10,-1
R05B25, spo,20180422_010006,4.2,0.184,11.818, CB4_35, 9.0,2018,04,21,16,00,6.070,57.5,33.4,182.248505,-2.320454,181.157150,-2.026077,263.705597,74.741989,2313826537,363814960,199159501,3770829286,169661773,3,0.00329,0.00122, spo,0.0,-1.0,-1.0,-1.0,181.361389,-2.081235,117,0.34,0.00000,0.00000,-1.000,-1.000,1.000,59.940,10,-1
R05B25, spo,20180422_010044,6.3,0.133,7.045, CB4_35, 9.0,2018,04,21,16,00,44.330,63.6,34.0,179.261948,1.687130,177.728104,2.395528,272.888733,65.063835,1020866905,1032404284,2943161117,1416937251,2941942278,3,-1.00000,0.00144, spo,0.0,-1.0,-1.0,-1.0,178.927429,1.839723,0,0.33,0.00000,0.00000,-1.000,-1.000,1.000,59.940,4,-1
R05B25, spo,20180422_010635,3.7,0.150,6.360, CB4_35, 9.0,2018,04,21,16,06,35.670,42.9,28.5,190.607590,-13.943744,189.803009,-14.959629,111.041405,36.107044,890957761,1603231792,2353731684,1586670277,2375611620,3,0.00285,0.00044, spo,0.0,-1.0,-1.0,-1.0,190.380188,-14.232082,120,0.33,0.00000,0.00000,-1.000,-1.000,1.000,59.940,10,-1
R05B25, spo,20180422_011308,3.3,0.551,2.663, CB4_35, 9.0,2018,04,21,16,13,8.700,42.5,29.3,193.022202,-13.553168,192.111603,-14.888632,111.790733,32.308655,434828330,1860779324,1295528880,1913104847,1290481066,3,-1.00000,0.00281, spo,0.0,-1.0,-1.0,-1.0,192.403885,-14.462084,0,0.30,5.48625,25.03800,29.090,-1.000,1.000,59.940,17,-1
R05B25, spo,20180422_011930,4.6,0.167,3.924, CB4_35, 9.0,2018,04,21,16,19,30.180,53.4,25.6,184.557892,-10.429919,183.670502,-10.361728,207.524811,78.694366,2914630059,4082065456,2029154270,3291540980,2038571613,3,-1.00000,0.00138, spo,0.0,-1.0,-1.0,-1.0,184.146942,-10.398646,0,0.31,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, spo,20180422_012724,3.7,0.350,4.967, CB4_35, 9.0,2018,04,21,16,27,24.080,53.5,26.8,187.224167,-9.532023,185.375900,-9.122645,240.465805,74.326363,3553150943,3517529404,83955625,3117503541,73073696,3,-1.00000,0.00186, spo,0.0,-1.0,-1.0,-1.0,186.457687,-9.363529,0,0.33,0.00000,0.00000,-1.000,-1.000,1.000,59.940,21,-1
R05B25, spo,20180422_012807,5.2,0.350,1.312, CB4_35, 9.0,2018,04,21,16,28,7.150,42.8,32.3,198.289139,-10.870094,198.256912,-11.384418,108.953011,3.452876,3186220650,2429509680,475382,3642917054,28356890,3,0.00310,0.00057, spo,0.0,-1.0,-1.0,-1.0,198.278595,-11.038449,123,0.29,0.00000,0.00000,-1.000,-1.000,1.000,59.940,14,-1
R05B25, spo,20180422_012839,5.2,0.450,1.290, CB4_35, 9.0,2018,04,21,16,28,39.550,50.8,27.2,189.673477,-10.810219,189.339813,-11.227164,108.044960,37.324589,1203146005,204029244,1375651667,770049126,1355547144,3,0.00343,0.11654, spo,0.0,-1.0,-1.0,-1.0,189.517990,-11.004707,126,0.32,0.00000,0.00000,-1.000,-1.000,1.000,59.940,25,-1
R05B25, spo,20180422_013053,3.9,0.384,3.475, CB4_35, 9.0,2018,04,21,16,30,53.030,53.5,26.3,187.723099,-9.886559,187.879379,-10.777992,96.029388,-9.625006,2636776313,1439653936,1131853877,4146631284,1108451559,3,0.00336,0.05089, spo,0.0,-1.0,-1.0,-1.0,187.815414,-10.413784,128,0.31,0.00000,0.00000,-1.000,-1.000,1.000,59.940,17,-1
R05B25, spo,20180422_013123,3.5,0.284,5.756, CB4_35, 9.0,2018,04,21,16,31,23.030,51.5,26.3,189.279831,-11.084182,188.717316,-12.832191,102.731300,17.082527,1203028465,204029244,1375625264,771026690,1357793833,3,-1.00000,0.00107, spo,0.0,-1.0,-1.0,-1.0,189.018829,-11.898190,0,0.33,0.00000,0.00000,-1.000,-1.000,1.000,59.940,18,-1
R05B25, spo,20180422_013330,3.2,0.150,10.227, CB4_35, 9.0,2018,04,21,16,33,30.410,55.3,27.0,187.726761,-8.295344,186.370789,-9.442462,107.257523,48.634022,2636791265,1439653936,1131855489,4146636651,1110202594,3,0.00311,0.00068, spo,0.0,-1.0,-1.0,-1.0,187.226028,-8.720348,116,0.32,0.00000,0.00000,-1.000,-1.000,1.000,59.940,10,-1
R05B25, J5_Lyr,20180422_013357,1.8,0.184,15.157, CB4_35, 9.0,2018,04,21,16,33,57.660,60.8,28.4,185.240494,-3.883550,182.137115,-5.746528,101.624290,58.594231,1197232390,204029244,1367605528,758273931,1355196672,3,0.00303,0.00103, J5_Lyr,0.0,2.4,52.0,+8.3,184.366302,-4.410721,117,0.35,0.00000,0.00000,-1.000,-1.000,1.000,59.940,12,-1
R05B25, spo,20180422_013643,3.1,0.584,4.649, CB4_35, 9.0,2018,04,21,16,36,43.170,58.5,27.8,187.011475,-5.757883,185.121460,-5.895029,150.371262,82.837456,2636638642,1439653936,1131783377,4144392647,1111240298,3,0.00335,0.00282, spo,0.0,-1.0,-1.0,-1.0,186.039703,-5.829193,113,0.34,217.24353,-4.41570,27.860,-1.000,1.000,59.940,27,-1
R05B25, spo,20180422_013934,3.5,0.184,4.598, CB4_35, 9.0,2018,04,21,16,39,34.910,58.3,33.6,191.862717,-1.717885,191.190308,-2.310681,103.808296,48.542488,1201909921,204029244,1375368475,739189377,1370926575,3,0.00344,0.00071, spo,0.0,-1.0,-1.0,-1.0,191.593842,-1.955010,112,0.32,0.00000,0.00000,-1.000,-1.000,1.000,59.940,12,-1
R05B25, spo,20180422_014008,4.0,0.117,6.426, CB4_35, 9.0,2018,04,21,16,40,8.260,55.2,32.7,193.248032,-4.118392,192.685745,-4.658819,107.505760,45.877281,2647279141,1439653936,1125064426,4141036811,1119808733,3,0.00352,0.00045, spo,0.0,-1.0,-1.0,-1.0,193.008148,-4.349096,125,0.33,0.00000,0.00000,-1.000,-1.000,1.000,59.940,8,-1
R05B25, spo,20180422_014316,4.4,0.117,4.725, CB4_35, 9.0,2018,04,21,16,43,16.490,49.3,29.3,195.730606,-9.970488,195.617508,-10.202497,110.478615,25.213434,1201217684,204029244,1374951364,751427668,1343486128,3,0.00328,0.00086, spo,0.0,-1.0,-1.0,-1.0,195.623917,-10.189365,115,0.35,0.00000,0.00000,-1.000,-1.000,1.000,59.940,7,-1
R05B25, J5_Lyr,20180422_014400,3.0,0.150,10.200, CB4_35, 9.0,2018,04,21,16,44,0.280,59.6,24.0,185.431274,-7.750733,184.040283,-8.748873,105.930786,53.243629,2637996514,1439653936,1131659797,4149925518,1112833120,3,0.00364,0.00111, J5_Lyr,0.0,2.5,43.1,-10.2,184.877228,-8.149477,119,0.36,223.64574,19.25625,64.150,-1.000,1.000,59.940,10,-1
R05B25, J5_Lyr,20180422_014755,2.8,0.117,11.191, CB4_35, 9.0,2018,04,21,16,47,55.580,64.8,26.1,184.570892,-2.918439,183.307281,-3.784360,98.807167,55.388840,1196968201,204029244,1367672111,785539495,1358080506,3,0.00327,0.00187, J5_Lyr,0.0,1.0,46.5,-3.1,184.137207,-3.215984,116,0.37,0.00000,0.00000,-1.000,-1.000,1.000,59.940,8,-1
R05B25, J5_Lyr,20180422_015414,0.6,0.250,11.683, CB4_35, 9.0,2018,04,21,16,54,14.470,51.9,24.8,193.753418,-11.996194,191.104416,-13.852406,119.715797,52.308064,2647610863,1439653936,1124098644,4140531450,1114576748,3,-1.00000,0.00090, J5_Lyr,0.0,0.9,49.0,+2.2,192.647629,-12.777628,0,0.38,245.21678,24.26152,56.860,-1.000,1.000,59.940,16,-1
R05B25, spo,20180422_015626,1.2,0.350,11.075, CB4_35, 9.0,2018,04,21,16,56,26.540,62.1,34.6,194.566833,1.222397,192.190567,-2.044463,103.677864,36.020527,1200879972,204029244,1375103940,754034355,1371137805,3,-1.00000,0.00054, spo,0.0,-1.0,-1.0,-1.0,193.578674,-0.136415,0,0.36,0.00000,0.00000,-1.000,-1.000,1.000,59.940,22,-1
R05B25, spo,20180422_015639,1.6,0.317,6.403, CB4_35, 9.0,2018,04,21,16,56,39.340,40.2,30.6,206.418457,-13.542302,204.710541,-14.836450,132.980133,49.802803,2646159969,1439653936,1125324112,4171884369,1116725544,3,-1.00000,0.02231, spo,0.0,-1.0,-1.0,-1.0,205.595078,-14.169560,0,0.41,0.00000,0.00000,-1.000,-1.000,1.000,59.940,21,-1
R05B25, spo,20180422_015734,0.7,0.284,15.141, CB4_35, 9.0,2018,04,21,16,57,34.120,44.3,33.4,205.287659,-9.314023,202.196136,-12.362423,124.357605,43.865906,1204905852,204029244,1374066683,586294154,1346797625,3,-1.00000,0.07009, spo,0.0,-1.0,-1.0,-1.0,204.142380,-10.454055,0,0.36,0.00000,0.00000,-1.000,-1.000,1.000,59.940,19,-1
R05B25, spo,20180422_015924,2.0,1.001,2.153, CB4_35, 9.0,2018,04,21,16,59,24.550,41.2,33.6,208.069199,-10.529812,207.038589,-12.206910,124.327454,30.390026,2644562778,1439653936,1125489266,4212724871,1130007533,3,0.00373,0.00133, spo,0.0,-1.0,-1.0,-1.0,207.561172,-11.359437,124,0.39,210.20827,-6.20236,45.590,-1.000,1.000,59.940,60,-1
R05B25, spo,20180422_020135,4.0,0.150,10.280, CB4_35, 9.0,2018,04,21,17,01,35.840,53.6,24.4,194.123459,-11.198472,192.849167,-12.419673,115.294106,44.378971,1200652422,204029244,1375176456,748481252,1351946996,3,0.00320,0.00033, spo,0.0,-1.0,-1.0,-1.0,193.508896,-11.789496,122,0.38,0.00000,0.00000,-1.000,-1.000,1.000,59.940,13,-1
R05B25, spo,20180422_020146,2.7,0.234,5.203, CB4_35, 9.0,2018,04,21,17,01,46.850,51.9,33.5,201.318222,-5.296157,200.430801,-5.087142,269.936737,75.733894,2644210400,1439653936,1125898318,4166364194,1130340685,3,0.00349,0.07536, spo,0.0,-1.0,-1.0,-1.0,200.795914,-5.173304,122,0.39,6.42769,0.53255,67.360,-1.000,1.000,59.940,13,-1
R05B25, spo,20180422_020324,1.1,0.250,6.513, CB4_35, 9.0,2018,04,21,17,03,24.370,52.9,23.1,194.154541,-12.678451,193.690918,-14.284086,107.668465,15.240232,1200640296,204029244,1375177723,748512767,1353730740,3,-1.00000,0.00115, spo,0.0,-1.0,-1.0,-1.0,193.970367,-13.318935,0,0.37,0.00000,0.00000,-1.000,-1.000,1.000,59.940,16,-1
R05B25, spo,20180422_020432,3.0,0.184,4.669, CB4_35, 9.0,2018,04,21,17,04,32.240,57.7,22.2,190.492111,-10.299510,190.316284,-11.193526,102.467613,10.741264,2648332893,1439653936,1124822154,4155453995,1102392132,3,0.00346,0.00114, spo,0.0,-1.0,-1.0,-1.0,190.415421,-10.690125,120,0.39,0.00000,0.00000,-1.000,-1.000,1.000,59.940,12,-1
