Ver,Group,LocalTime,Mag,Dur(sec),AV(deg/s),Loc_Cam,TZ(h),Y(UT),M(UT),D(UT),H(UT),M,S, Dir1, Alt1, Ra1, Dec1, Ra2, Dec2,alpha,delta, , , , , ,io,err1,err2,G1,dd(deg),dr(deg),Vo(km/s),dV(%),ra_m,dec_m,refs,errm,rat,dct,voo,vooerr,tmerr,sps,sN,drop
R05B25, J5_hVi,20180420_225651,3.3,0.284,7.264, CB4_35, 9.0,2018,04,20,13,56,51.720,51.7,30.5,152.212082,-7.755192,150.407104,-7.373775,209.609970,75.815140,2600134747,1439653936,1128356077,3464864900,1120257463,3,0.00735,0.00188, J5_hVi,0.0,0.9,26.5,+21.7,151.356247,-7.575352,140,0.29,0.00000,0.00000,-1.000,-1.000,1.000,59.940,17,-1
R05B25, spo,20180420_230136,3.2,0.350,7.179, CB4_35, 9.0,2018,04,20,14,01,36.800,46.9,30.5,156.628998,-10.287961,154.005325,-10.422482,139.149597,79.225395,1089816679,204029244,1370552975,731427928,1345523675,3,0.00698,0.00136, spo,0.0,-1.0,-1.0,-1.0,155.494751,-10.348737,128,0.31,0.00000,0.00000,-1.000,-1.000,1.000,59.940,22,-1
R05B25, spo,20180420_230259,4.4,0.083,5.136, CB4_35, 9.0,2018,04,20,14,02,59.420,45.3,32.9,159.598373,-9.168297,159.374969,-9.301438,84.370338,57.666332,2592478199,1439653936,1130106322,4033306928,1117481576,3,0.00735,0.00122, spo,0.0,-1.0,-1.0,-1.0,159.495346,-9.229730,137,0.34,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, spo,20180420_230915,3.2,0.150,4.620, CB4_35, 9.0,2018,04,20,14,09,15.740,63.6,29.4,147.005997,-1.454601,146.400375,-1.903361,58.966614,53.416679,1086155579,204029244,1371407114,367760261,1355682620,3,0.00723,0.00074, spo,0.0,-1.0,-1.0,-1.0,146.749496,-1.644713,123,0.36,314.15146,10.75833,61.490,-1.000,1.000,59.940,10,-1
R05B25, spo,20180420_230935,4.8,0.184,2.779, CB4_35, 9.0,2018,04,20,14,09,35.950,43.9,24.1,156.927505,-17.013914,156.647888,-17.501738,76.011871,27.292936,2593547875,1439653936,1129841531,4058484219,1111737188,3,0.00796,0.00033, spo,0.0,-1.0,-1.0,-1.0,156.813934,-17.212391,141,2.22,327.88684,33.53983,26.380,-1.000,1.000,59.940,12,-1
R05B25, spo,20180420_231517,4.6,0.317,2.486, CB4_35, 9.0,2018,04,20,14,15,17.300,62.3,30.1,149.818451,-1.841879,149.288803,-2.321439,61.849499,47.780533,1085207296,204029244,1371164583,340977226,1346214329,3,0.00811,0.00069, spo,0.0,-1.0,-1.0,-1.0,149.569016,-2.067784,135,2.24,0.00000,0.00000,-1.000,-1.000,1.000,59.940,19,-1
R05B25, spo,20180420_231531,4.3,0.250,6.107, CB4_35, 9.0,2018,04,20,14,15,31.890,47.5,30.3,159.595795,-10.099391,157.994843,-10.828641,90.206390,63.161018,2592479021,1439653936,1130106066,4033298770,1120315813,3,0.00798,0.00122, spo,0.0,-1.0,-1.0,-1.0,158.960968,-10.389924,134,2.18,0.00000,0.00000,-1.000,-1.000,1.000,59.940,16,-1
R05B25, spo,20180420_232135,3.3,0.200,4.671, CB4_35, 9.0,2018,04,20,14,21,35.820,61.3,27.4,150.016434,-4.307087,149.484695,-4.904202,63.827545,41.429302,1085266793,204029244,1371206348,341533648,1358536335,3,0.00792,0.00045, spo,0.0,-1.0,-1.0,-1.0,149.741196,-4.616337,133,2.23,0.00000,0.00000,-1.000,-1.000,1.000,59.940,13,-1
R05B25, spo,20180420_232302,4.2,0.150,3.266, CB4_35, 9.0,2018,04,20,14,23,2.350,50.7,24.5,155.481979,-12.901856,155.438736,-13.193027,67.331093,8.018305,2599294129,1439653936,1128682221,4045425145,1113255571,3,0.00779,0.00118, spo,0.0,-1.0,-1.0,-1.0,155.447922,-13.131187,122,2.16,0.00000,0.00000,-1.000,-1.000,1.000,59.940,9,-1
R05B25, J5_Lyr,20180420_232605,2.0,0.150,12.765, CB4_35, 9.0,2018,04,20,14,26,5.110,63.3,29.2,151.198608,-1.795629,149.379318,-2.921878,64.089859,58.138081,1083637267,204029244,1371056042,345300171,1356562556,3,-1.00000,0.00089, J5_Lyr,0.0,4.5,53.2,+10.9,150.439667,-2.265963,0,2.14,0.00000,0.00000,-1.000,-1.000,1.000,59.940,10,-1
R05B25, spo,20180420_232831,3.1,0.350,4.221, CB4_35, 9.0,2018,04,20,14,28,31.600,55.9,27.0,154.988510,-7.895636,153.729889,-8.307662,87.444099,70.045158,2599237507,1439653936,1128600132,4043876968,1107999456,3,0.00803,0.00118, spo,0.0,-1.0,-1.0,-1.0,154.438538,-8.076255,130,2.11,0.00000,0.00000,-1.000,-1.000,1.000,59.940,20,-1
R05B25, spo,20180420_233033,2.4,0.284,6.988, CB4_35, 9.0,2018,04,20,14,30,33.500,41.9,28.4,166.305771,-14.552510,164.335693,-14.337085,189.673645,74.209579,1087299216,204029244,1369525037,692532108,1355585895,3,-1.00000,0.00618, spo,0.0,-1.0,-1.0,-1.0,165.709320,-14.489061,0,2.11,0.00000,0.00000,-1.000,-1.000,1.000,59.940,19,-1
R05B25, spo,20180420_233430,5.2,0.217,11.160, CB4_35, 9.0,2018,04,20,14,34,30.260,41.9,31.8,169.217102,-11.728790,167.249161,-13.365627,92.539253,47.981098,2640197386,1439653936,1131062661,4065472313,1123842338,3,0.00794,0.00042, spo,0.0,-1.0,-1.0,-1.0,168.461304,-12.361567,124,2.30,0.00000,0.00000,-1.000,-1.000,1.000,59.940,14,-1
R05B25, spo,20180420_233607,3.4,0.083,4.753, CB4_35, 9.0,2018,04,20,14,36,7.930,66.2,28.3,151.395615,-0.487960,151.188675,-0.426215,239.760681,73.379295,1083687119,204029244,1371073046,345861208,1356584507,3,0.00786,0.00042, spo,0.0,-1.0,-1.0,-1.0,151.280579,-0.453639,122,2.18,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, spo,20180420_234200,3.1,0.150,6.396, CB4_35, 9.0,2018,04,20,14,42,0.550,50.7,26.1,161.338058,-11.695630,160.251251,-11.858252,123.966301,75.399796,2595237362,1439653936,1130279039,4040740087,1114763074,3,0.00680,0.00149, spo,0.0,-1.0,-1.0,-1.0,160.910309,-11.760150,113,2.24,0.00000,0.00000,-1.000,-1.000,1.000,59.940,10,-1
R05B25, spo,20180420_235746,5.7,0.200,1.745, CB4_35, 9.0,2018,04,20,14,57,46.110,53.2,23.5,161.808105,-12.130723,161.494019,-11.952607,231.862839,57.784840,1087570474,204029244,1370005003,714122916,1354202889,3,0.00779,0.00101, spo,0.0,-1.0,-1.0,-1.0,161.709671,-12.074965,115,2.17,0.00000,0.00000,-1.000,-1.000,1.000,59.940,10,-1
R05B25, spo,20180420_235818,1.1,0.317,11.207, CB4_35, 9.0,2018,04,20,14,58,18.400,56.8,28.0,162.561325,-6.699966,159.921478,-9.344499,79.099739,44.107689,2595833995,1439653936,1129352346,4036327321,1107479991,3,0.00757,0.00038, spo,0.0,-1.0,-1.0,-1.0,161.506760,-7.762489,117,2.08,0.00000,0.00000,-1.000,-1.000,1.000,59.940,20,-1
R05B25, spo,20180421_000837,6.6,0.100,22.518, CB4_35, 9.0,2018,04,20,15,08,37.720,41.3,34.9,179.905273,-9.381324,179.021133,-9.955129,103.793938,55.458031,1199403409,204029244,1368140082,775155491,1370477220,3,-1.00000,0.00061, spo,0.0,-1.0,-1.0,-1.0,179.340408,-9.748859,0,0.35,0.00000,0.00000,-1.000,-1.000,1.000,59.940,5,-1
R05B25, spo,20180421_001245,3.2,0.150,4.999, CB4_35, 9.0,2018,04,20,15,12,45.440,56.5,25.2,164.448822,-8.932582,164.141373,-9.710275,77.910774,21.016081,2594326131,1439653936,1129572785,4082093820,1113637566,3,0.00864,0.00141, spo,0.0,-1.0,-1.0,-1.0,164.324860,-9.246599,132,2.02,178.63672,29.50067,27.420,-1.000,1.000,59.940,10,-1
R05B25, J5_Lyr,20180421_001301,4.3,0.184,10.836, CB4_35, 9.0,2018,04,20,15,13,1.100,45.6,25.4,172.363663,-15.074859,170.406296,-16.290224,104.128448,54.005039,1192327155,204029244,1368955482,682169621,1351908568,3,0.00942,0.00134, J5_Lyr,0.0,1.7,45.0,-6.2,171.620789,-15.539869,139,2.11,0.00000,0.00000,-1.000,-1.000,1.000,59.940,12,-1
R05B25, spo,20180421_001910,5.4,0.117,8.095, CB4_35, 9.0,2018,04,20,15,19,10.160,61.4,31.4,167.313461,-1.434181,166.242691,-1.801297,81.483604,71.001808,2639597670,1439653936,1130905898,4093188820,1123954036,3,0.00876,0.00113, spo,0.0,-1.0,-1.0,-1.0,166.952423,-1.558040,129,2.19,0.00000,0.00000,-1.000,-1.000,1.000,59.940,8,-1
R05B25, spo,20180421_003256,4.3,0.350,2.095, CB4_35, 9.0,2018,04,20,15,32,56.350,52.4,26.2,172.990067,-10.580953,172.366745,-10.643332,143.741226,77.915588,1192615790,204029244,1368889100,679941521,1358196052,3,0.00805,0.00151, spo,0.0,-1.0,-1.0,-1.0,172.656387,-10.614502,119,1.98,0.00000,0.00000,-1.000,-1.000,1.000,59.940,21,-1
R05B25, spo,20180421_003337,3.8,0.100,7.649, CB4_35, 9.0,2018,04,20,15,33,37.780,55.3,29.1,173.126129,-6.695329,172.255569,-6.916811,107.513298,74.129196,2641684883,1439653936,1130403776,4075779563,1120046130,3,0.00912,0.00163, spo,0.0,-1.0,-1.0,-1.0,172.747192,-6.791952,131,1.99,0.00000,0.00000,-1.000,-1.000,1.000,59.940,7,-1
R05B25, spo,20180421_004017,3.9,0.284,5.227, CB4_35, 9.0,2018,04,20,15,40,17.680,61.3,23.7,167.172806,-6.871914,167.123749,-8.139237,77.435516,2.178870,1194577829,204029244,1369504365,697414842,1354404059,3,0.00849,0.00152, spo,0.0,-1.0,-1.0,-1.0,167.142502,-7.655432,126,1.98,0.00000,0.00000,-1.000,-1.000,1.000,59.940,17,-1
R05B25, spo,20180421_004451,4.8,0.400,1.815, CB4_35, 9.0,2018,04,20,15,44,51.610,55.0,31.3,177.573868,-5.264962,176.913574,-5.520808,100.820023,68.091667,2641295355,1439653936,1130878550,4123159784,1116394274,3,0.00830,0.00135, spo,0.0,-1.0,-1.0,-1.0,177.295868,-5.372792,124,1.87,0.00000,0.00000,-1.000,-1.000,1.000,59.940,22,-1
R05B25, spo,20180421_004718,3.6,0.250,7.052, CB4_35, 9.0,2018,04,20,15,47,18.060,44.4,35.1,187.584091,-7.791609,185.837799,-8.504742,115.673836,66.217896,1196080478,204029244,1367471068,759306007,1369397257,3,-1.00000,0.00166, spo,0.0,-1.0,-1.0,-1.0,186.886932,-8.077505,0,1.94,0.00000,0.00000,-1.000,-1.000,1.000,59.940,16,-1
R05B25, spo,20180421_005009,4.9,0.150,4.556, CB4_35, 9.0,2018,04,20,15,50,9.730,57.3,26.3,174.058624,-7.594883,173.682800,-8.320301,87.933876,26.878862,2642049377,1439653936,1130528237,4072278641,1107596622,3,0.00850,0.00078, spo,0.0,-1.0,-1.0,-1.0,173.921814,-7.859303,125,1.84,0.00000,0.00000,-1.000,-1.000,1.000,59.940,10,-1
R05B25, spo,20180421_005023,3.0,0.250,9.686, CB4_35, 9.0,2018,04,20,15,50,23.680,43.7,25.3,183.046326,-16.168957,180.875290,-17.859020,111.735405,47.860012,1198466773,204029244,1367921998,782860025,1351578152,3,0.00886,0.00052, spo,0.0,-1.0,-1.0,-1.0,182.262451,-16.785328,134,1.86,0.00000,0.00000,-1.000,-1.000,1.000,59.940,16,-1
R05B25, spo,20180421_005210,3.5,0.317,3.537, CB4_35, 9.0,2018,04,20,15,52,10.240,51.1,30.7,181.594284,-7.950580,180.328125,-8.067950,147.067230,80.378632,2634433516,1439653936,1132326101,4093976336,1124055348,3,0.00859,0.00134, spo,0.0,-1.0,-1.0,-1.0,181.111130,-7.995831,132,1.89,0.00000,0.00000,-1.000,-1.000,1.000,59.940,20,-1
R05B25, spo,20180421_005300,1.3,0.284,18.911, CB4_35, 9.0,2018,04,20,15,53,0.350,47.5,32.8,185.524597,-8.186403,179.859344,-9.578923,124.541862,73.481026,1197390275,204029244,1367643056,757117708,1350386794,3,0.00891,0.00269, spo,0.0,-1.0,-1.0,-1.0,182.779297,-8.873196,130,1.89,256.96432,11.19083,71.990,-1.000,1.000,59.940,17,-1
R05B25, spo,20180421_005531,3.8,0.717,2.526, CB4_35, 9.0,2018,04,20,15,55,31.120,51.4,34.4,184.604904,-4.862414,182.757736,-5.209567,118.634705,78.200203,2637820816,1439653936,1131576577,4105514338,1128532826,3,0.00843,0.00092, spo,0.0,-1.0,-1.0,-1.0,183.823730,-5.009906,127,1.90,0.00000,0.00000,-1.000,-1.000,1.000,59.940,42,-1
R05B25, J5_Lyr,20180421_010238,2.4,0.083,9.107, CB4_35, 9.0,2018,04,20,16,02,38.600,49.7,26.2,182.270309,-12.142814,181.893036,-12.420427,107.854828,51.309597,1198243253,204029244,1367966625,776245709,1357517554,3,0.00834,0.00029, J5_Lyr,0.0,3.8,43.2,-9.9,182.083344,-12.280528,135,2.00,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, spo,20180421_010344,1.9,0.584,4.832, CB4_35, 9.0,2018,04,20,16,03,44.930,58.0,24.6,175.757935,-8.355924,175.090897,-10.100705,88.888084,20.393013,2640596945,1439653936,1130664428,4117587515,1112725322,3,0.00867,0.00083, spo,0.0,-1.0,-1.0,-1.0,175.422882,-9.234638,142,1.93,0.00000,0.00000,-1.000,-1.000,1.000,59.940,27,-1
R05B25, spo,20180421_010518,1.6,0.417,10.737, CB4_35, 9.0,2018,04,20,16,05,18.190,43.0,25.5,187.483383,-16.370665,182.802307,-16.596840,175.078629,73.259674,1195984049,204029244,1367452414,761193152,1351438064,3,0.00828,0.00155, spo,0.0,-1.0,-1.0,-1.0,185.390121,-16.484737,140,1.94,224.29010,-11.34103,72.480,-1.000,1.000,59.940,26,-1
R05B25, spo,20180421_010525,4.8,0.551,1.429, CB4_35, 9.0,2018,04,20,16,05,25.110,54.1,30.4,182.743790,-6.473051,182.229797,-6.983512,99.169182,44.605984,2635009869,1439653936,1132408362,4107931274,1123758810,3,0.00828,0.00081, spo,0.0,-1.0,-1.0,-1.0,182.510651,-6.704787,138,2.18,185.36430,-3.57883,51.500,-1.000,1.000,59.940,32,-1
R05B25, spo,20180421_010708,1.0,0.083,14.715, CB4_35, 9.0,2018,04,20,16,07,8.040,39.3,26.7,191.507172,-17.288345,190.607513,-17.274130,194.245346,72.693077,1201783732,204029244,1375440684,740178193,1356199475,3,0.00811,0.00228, spo,0.0,-1.0,-1.0,-1.0,191.146194,-17.283123,141,1.93,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, spo,20180421_010826,3.8,0.484,2.251, CB4_35, 9.0,2018,04,20,16,08,26.770,62.7,26.8,175.524261,-3.788234,174.544067,-3.819648,149.201279,85.775024,2640505388,1439653936,1130641962,4116732378,1109342310,3,0.00844,0.00166, spo,0.0,-1.0,-1.0,-1.0,174.994720,-3.805343,140,1.99,193.21980,-7.53165,18.400,-1.000,1.000,59.940,29,-1
R05B25, spo,20180421_011036,3.8,0.250,5.847, CB4_35, 9.0,2018,04,20,16,10,36.600,45.1,25.6,187.272659,-15.211901,185.913620,-15.919600,122.995392,57.932316,1195937345,204029244,1367440582,760416897,1358527702,3,0.00798,0.00054, spo,0.0,-1.0,-1.0,-1.0,186.795242,-15.462011,141,2.01,0.00000,0.00000,-1.000,-1.000,1.000,59.940,14,-1
R05B25, spo,20180421_011759,5.2,0.184,8.028, CB4_35, 9.0,2018,04,20,16,17,59.330,61.8,24.2,176.652206,-6.181324,175.649399,-7.507238,91.265099,36.596199,2641073754,1439653936,1130785887,4113978327,1112618581,3,0.00829,0.00051, spo,0.0,-1.0,-1.0,-1.0,176.279175,-6.675641,145,2.12,0.00000,0.00000,-1.000,-1.000,1.000,59.940,12,-1
R05B25, spo,20180421_012850,2.5,0.083,11.055, CB4_35, 9.0,2018,04,20,16,28,50.740,56.7,23.6,182.220398,-9.929635,181.629684,-10.225060,110.932915,61.380135,1198257964,204029244,1367971334,776015306,1353226533,3,0.00759,0.00131, spo,0.0,-1.0,-1.0,-1.0,181.977310,-10.051401,132,1.93,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, spo,20180421_013500,6.8,0.117,10.767, CB4_35, 9.0,2018,04,20,16,35,0.260,50.0,25.7,189.856400,-12.433075,189.417358,-12.462701,171.348007,76.911964,2648084788,1439653936,1124758947,4153321334,1109155424,3,0.00717,0.00058, spo,0.0,-1.0,-1.0,-1.0,189.741318,-12.440751,126,1.95,0.00000,0.00000,-1.000,-1.000,1.000,59.940,5,-1
R05B25, spo,20180421_013527,2.9,0.384,13.930, CB4_35, 9.0,2018,04,20,16,35,27.880,54.1,34.9,193.264954,-3.025118,189.437973,-7.327720,105.926903,41.309544,1202422454,204029244,1375229049,749865083,1346471433,3,0.00745,0.00050, spo,0.0,-1.0,-1.0,-1.0,191.774323,-4.710422,135,1.98,218.84433,24.14421,71.010,-1.000,1.000,59.940,22,-1
R05B25, spo,20180421_013723,3.6,0.450,4.356, CB4_35, 9.0,2018,04,20,16,37,23.110,50.2,25.6,190.198105,-12.357485,188.205521,-12.515179,168.581482,76.739586,2648216398,1439653936,1124792698,4154526006,1108192568,3,0.00779,0.00140, spo,0.0,-1.0,-1.0,-1.0,189.326355,-12.428292,135,1.99,0.00000,0.00000,-1.000,-1.000,1.000,59.940,28,-1
R05B25, J5_hVi,20180421_013738,4.7,0.150,2.646, CB4_35, 9.0,2018,04,20,16,37,38.370,58.4,28.5,186.770477,-5.266547,186.496445,-5.070053,269.501770,53.924702,1195736145,204029244,1367523283,763043611,1345049409,3,0.00732,0.00081, J5_hVi,0.0,1.0,28.3,+29.7,186.648254,-5.178937,130,1.92,0.00000,0.00000,-1.000,-1.000,1.000,59.940,8,-1
R05B25, spo,20180421_014456,3.2,0.083,5.877, CB4_35, 9.0,2018,04,20,16,44,56.990,57.8,35.3,193.647430,-0.769383,193.406921,-1.042760,104.324112,41.330055,2647437911,1439653936,1125102858,4140061295,1131470403,3,0.00687,0.00051, spo,0.0,-1.0,-1.0,-1.0,193.561676,-0.866854,121,2.00,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, spo,20180421_014542,4.2,0.267,1.638, CB4_35, 9.0,2018,04,20,16,45,42.610,63.0,30.9,187.722137,-0.798392,187.316528,-0.909338,100.637444,74.677132,1196158725,204029244,1367461169,759788151,1350012231,3,-1.00000,0.00094, spo,0.0,-1.0,-1.0,-1.0,187.465393,-0.868625,0,1.96,0.00000,0.00000,-1.000,-1.000,1.000,59.940,17,-1
R05B25, spo,20180421_014712,3.1,0.184,8.115, CB4_35, 9.0,2018,04,20,16,47,12.090,40.5,35.9,205.723358,-8.929528,205.111649,-10.706204,118.728859,18.453749,2645885032,1439653936,1125256024,4169576835,1125715464,3,0.00711,0.00079, spo,0.0,-1.0,-1.0,-1.0,205.565460,-9.390021,127,1.90,0.00000,0.00000,-1.000,-1.000,1.000,59.940,10,-1
R05B25, spo,20180421_014832,4.0,0.217,7.184, CB4_35, 9.0,2018,04,20,16,48,32.570,55.6,29.2,191.825928,-6.478024,190.593735,-7.607205,108.774277,46.813976,1201930161,204029244,1375339345,739179957,1344522609,3,0.00694,0.00121, spo,0.0,-1.0,-1.0,-1.0,191.355377,-6.910259,126,2.00,0.00000,0.00000,-1.000,-1.000,1.000,59.940,14,-1
R05B25, spo,20180421_015801,6.0,0.234,0.573, CB4_35, 9.0,2018,04,20,16,58,1.410,47.0,33.4,202.572891,-7.952857,202.424072,-7.997296,137.205780,71.470131,2642453341,1439653936,1126023355,4161918157,1129552892,3,0.00831,0.00132, spo,0.0,-1.0,-1.0,-1.0,202.538315,-7.963187,139,2.00,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, spo,20180421_020351,3.0,0.317,4.230, CB4_35, 9.0,2018,04,20,17,03,51.730,41.4,30.9,206.520889,-12.738791,205.325378,-13.516073,134.712250,54.090099,1205352101,204029244,1373915389,583864968,1348817378,3,-1.00000,0.00132, spo,0.0,-1.0,-1.0,-1.0,206.079544,-13.026952,0,2.00,0.00000,0.00000,-1.000,-1.000,1.000,59.940,18,-1
R05B25, spo,20180421_020545,2.1,0.284,4.600, CB4_35, 9.0,2018,04,20,17,05,45.410,43.5,29.8,204.795914,-12.586954,204.140869,-13.805657,121.281387,26.832848,2643438357,1439653936,1125163778,4177157417,1123304557,3,0.00802,0.00053, spo,0.0,-1.0,-1.0,-1.0,204.521286,-13.099566,133,1.97,211.10715,0.38270,62.190,-1.000,1.000,59.940,18,-1
R05B25, spo,20180421_020601,4.1,0.250,2.761, CB4_35, 9.0,2018,04,20,17,06,1.000,52.2,32.5,200.566223,-5.916725,199.848007,-5.696194,272.058258,71.919456,1207368226,204029244,1374503352,600857973,1371469757,3,0.00802,0.00150, spo,0.0,-1.0,-1.0,-1.0,200.265884,-5.824636,133,2.00,210.79572,-10.06581,41.890,-1.000,1.000,59.940,16,-1
R05B25, spo,20180421_020820,2.3,0.117,11.399, CB4_35, 9.0,2018,04,20,17,08,20.220,65.4,30.8,191.879257,0.640899,190.799744,-0.461097,101.251427,44.408272,2646754001,1439653936,1124928076,4128342556,1116471445,3,0.00767,0.00066, spo,0.0,-1.0,-1.0,-1.0,191.504639,0.258490,129,1.99,0.00000,0.00000,-1.000,-1.000,1.000,59.940,8,-1
R05B25, spo,20180421_021411,3.2,0.450,3.523, CB4_35, 9.0,2018,04,20,17,14,11.680,53.9,31.6,200.942810,-5.680643,200.801132,-7.069135,291.517120,-5.754211,1207486659,204029244,1374436987,599934181,1348357222,3,0.00860,0.00104, spo,0.0,-1.0,-1.0,-1.0,200.868698,-6.407930,131,2.00,0.00000,0.00000,-1.000,-1.000,1.000,59.940,27,-1
R05B25, J5_hVi,20180421_021411,4.9,0.350,1.085, CB4_35, 9.0,2018,04,20,17,14,11.680,62.2,25.4,191.304749,-5.147349,191.102158,-4.813104,278.202667,30.994879,2646678574,1439653936,1124870953,4134799061,1108987740,3,0.00860,0.00118, J5_hVi,0.0,2.6,18.3,-16.2,191.213058,-4.996123,131,2.00,192.54578,-15.05486,25.850,-1.000,1.000,59.940,18,-1
R05B25, spo,20180421_021806,5.9,0.484,0.960, CB4_35, 9.0,2018,04,20,17,18,6.650,40.4,34.0,212.490509,-10.578505,212.968231,-10.675590,261.000122,74.256897,1178299382,204029244,1373354336,539704901,1367701679,3,0.00829,0.00126, spo,0.0,-1.0,-1.0,-1.0,212.674698,-10.616029,130,2.03,0.00000,0.00000,-1.000,-1.000,1.000,59.940,28,-1
R05B25, spo,20180421_022712,2.1,0.334,4.307, CB4_35, 9.0,2018,04,20,17,27,12.280,52.2,29.9,204.203339,-7.910380,203.529068,-9.057472,118.768852,29.807411,2643091047,1439653936,1126152699,4175429486,1123286086,3,0.00814,0.00085, spo,0.0,-1.0,-1.0,-1.0,203.859421,-8.496474,134,1.87,0.00000,0.00000,-1.000,-1.000,1.000,59.940,21,-1
