Ver,Group,LocalTime,Mag,Dur(sec),AV(deg/s),Loc_Cam,TZ(h),Y(JST),M(JST),D(UT),H(UT),D(JST),H(JST),M,S, Dir1, Alt1, Ra1, Dec1, Ra2, Dec2,alpha,delta,1,2,3,4,5,io,err1,err2,G1,dd(deg),dr(deg),Vo(km/s),dV(%),ra_m,dec_m,refs,errm,rat,dct,voo,vooerr,tmerr,sps,sN,drop
R05B25, spo,20180421_233248,3.4,0.175,8.854, Osaka04-85_,9,2018,4,21,14,21,23,32,48.6,242.4,58.2,243.003891,43.255394,244.83902,44.183468,109.272583,36.30513,461468580,207635632,1145747507,827434874,1115867538,3,0.00284,0.00154, spo,0,-1,-1,-1,243.849075,43.690048,60,0.26,154.28539,-47.47009,16.68,-1,1,119.88,22,-1
R05B25, spo,20180421_234108,4.2,0.125,9.474, Osaka04-85_,9,2018,4,21,14,21,23,41,8.48,255.9,68.6,231.58403,37.188324,232.66214,37.578995,88.857658,46.362125,2109921229,3493576636,2935052554,1443924363,2872728426,2,0.00273,0.00184, spo,0,-1,-1,-1,232.084457,37.372707,65,0.25,0,0,-1,-1,1,119.88,15,-1
R05B25, spo,20180421_235605,5.6,0.175,4.115, Osaka04-85_,9,2018,4,21,14,21,23,56,5.55,256,66.3,238.225418,37.03986,238.888519,36.48505,358.372803,33.644272,3574807577,1393639728,2521847985,4286458925,2477355092,3,0.00292,0.00293, spo,0,-1,-1,-1,238.547852,36.771545,74,0.27,187.57687,60.89653,12.61,-1,1,119.88,21,-1
R05B25, spo,20180422_001333,4.4,0.075,2.188, Osaka04-85_,9,2018,4,21,15,22,0,13,33.03,262.1,49.4,261.689758,30.392189,261.830811,30.413631,100.962738,58.14587,3552690396,798947900,3628803235,4139645890,3737938852,1,0.002,0.00197, spo,0,-1,-1,-1,261.781494,30.406153,74,0.25,0,0,-1,-1,1,119.88,9,-1
R05B25, spo,20180422_002944,3.7,0.325,13.364, Osaka04-85_,9,2018,4,21,15,22,0,29,44.69,242.7,56.5,259.622742,43.109535,254.086227,41.670536,104.397659,44.125908,3595328853,3870544432,462296920,4089561699,501422818,3,0.00222,0.0021, spo,0,-1,-1,-1,257.072998,42.488091,78,0.21,305.15884,44.07581,48.27,-1,1,119.88,40,-1
R05B25, spo,20180422_005633,4.2,0.359,6.725, Osaka04-85_,9,2018,4,21,15,22,0,56,33.29,256.9,65.9,253.831238,36.626862,252.538193,34.487919,327.187958,-21.07053,313324164,1627694908,3925586307,929227384,3972103479,3,0.00232,0.00219, spo,0,-1,-1,-1,253.180618,35.568825,96,0.19,43.12934,-39.98638,13.69,-1,1,119.88,44,-1
R05B25, J5_Lyr,20180422_010302,3.9,0.359,4.949, Osaka04-85_,9,2018,4,21,16,22,1,3,2.51,261.8,62.7,258.933716,34.094841,256.706512,34.1978,72.137848,55.717384,2045991844,3757220912,1043473030,1550922686,994050008,3,0.00233,0.00205, J5_Lyr,0,0.7,46.9,-2.3,257.968506,34.144432,107,0.2,271.74625,32.77473,46.94,-1,1,119.88,44,-1
R05B25, spo,20180422_010854,4.8,0.15,4.433, Osaka04-85_,9,2018,4,21,16,22,1,8,54.36,264.3,63.1,259.677521,33.045429,259.649353,32.443829,348.443237,-1.896476,521191905,3293901116,3940523801,983221151,4013413725,3,0.00244,0.00185, spo,0,-1,-1,-1,259.660797,32.689358,101,0.19,260.55768,45.87553,37.76,-1,1,119.88,17,-1
R05B25, spo,20180422_011602,4.9,0.083,7.308, Osaka04-85_,9,2018,4,21,16,22,1,16,2.44,243.6,57.8,269.531036,42.590141,268.878937,43.074566,33.072758,31.009855,3502699167,2267850800,2815491240,4157131985,2722404342,3,0.00267,0.00202, spo,0,-1,-1,-1,269.234283,42.811989,113,0.22,311.82843,-5.44965,17.18,-1,1,119.88,11,-1
R05B25, spo,20180422_012516,3.8,0.158,10.057, Osaka04-85_,9,2018,4,21,16,22,1,25,16.48,242.6,64.9,262.046539,42.58239,260.137756,43.547325,35.71603,36.920231,1011266141,3825493308,3483500091,421955479,3398184422,3,0.00277,0.00188, spo,0,-1,-1,-1,261.246277,42.994511,127,0.22,0,0,-1,-1,1,119.88,20,-1
R05B25, spo,20180422_012726,4,0.225,12.228, Osaka04-85_,9,2018,4,21,16,22,1,27,26.37,257.8,60.7,267.921234,35.581741,270.523102,37.644638,328.088623,-34.811806,763218699,282816560,2515273196,194909922,2420801454,3,0.00227,0.00208, spo,0,-1,-1,-1,269.089142,36.528393,115,0.24,166.41718,-55.7602,26.85,-1,1,119.88,28,-1
R05B25, spo,20180422_012754,4.3,0.142,11.031, Osaka04-85_,9,2018,4,21,16,22,1,27,54.47,244.2,63.9,264.177765,42.01944,266.271027,42.643169,116.123154,43.282341,1657496893,2717584700,2989577190,1149024043,3073332210,3,0.0023,0.00208, spo,0,-1,-1,-1,265.082672,42.295269,107,0.24,231.03157,24.38456,38.2,-1,1,119.88,18,-1
R05B25, spo,20180422_012841,4.6,0.2,9.922, Osaka04-85_,9,2018,4,21,16,22,1,28,41.81,263.7,56.5,272.267975,31.681011,274.712524,31.987791,109.132706,57.182434,416605540,2274525232,4187717461,1069871604,4293588412,3,0.00202,0.00196, spo,0,-1,-1,-1,273.418793,31.831512,110,0.24,165.12865,-21.49794,19.85,-1,1,119.88,25,-1
R05B25, spo,20180422_013055,4.5,0.275,7.363, Osaka04-85_,9,2018,4,21,16,22,1,30,55.26,254.4,55,276.117126,36.412243,278.261871,35.010227,43.138412,39.225422,3443893520,904650044,776167408,3934143555,676892873,3,0.00212,0.00183, spo,0,-1,-1,-1,277.062683,35.804897,105,0.24,249.41887,47.94546,40.08,-1,1,119.88,34,-1
R05B25, J5_Lyr,20180422_013359,2.8,0.275,6.994, Osaka04-85_,9,2018,4,21,16,22,1,33,59.85,234.7,63.5,265.288544,46.211113,264.815857,48.064762,2.332731,6.704751,3030358503,3829112880,3384645033,2454921148,3434350366,1,0.00248,0.00136, J5_Lyr,0,3.5,58.3,21.6,265.066589,47.093651,121,0.24,268.63177,29.37802,42.64,-1,1,119.88,34,-1
R05B25, spo,20180422_013645,2.8,0.342,13.155, Osaka04-85_,9,2018,4,21,16,22,1,36,45.36,242.2,61.6,269.499298,43.138924,275.334045,45.237473,128.126526,39.817905,1061799658,3090971964,2602777909,407347629,2660141945,3,0.00252,0.00159, spo,0,-1,-1,-1,272.225677,44.175159,120,0.26,194.67682,-25.8065,24.64,-1,1,119.88,42,-1
R05B25, spo,20180422_020326,2.3,0.309,8.783, Osaka04-85_,9,2018,4,21,17,22,2,3,26.64,265.1,60.5,276.236725,32.04752,278.06604,29.702011,26.115885,28.509521,3046127854,4103331888,3765794567,2455013596,3851999585,3,0.00269,0.00094, spo,0,-1,-1,-1,277.095947,30.963346,142,0.28,240.15356,57.25219,27.64,-1,1,119.88,38,-1
R05B25, spo,20180422_021257,3.8,0.292,16.682, Osaka04-85_,9,2018,4,21,17,22,2,12,57.49,264.7,56.6,283.071014,31.14926,287.86496,34.074768,338.793793,-42.978409,3650262528,1863040316,592802331,4262284127,621157263,3,0.00252,0.00248, spo,0,-1,-1,-1,285.257263,32.529778,152,0.29,229.62805,-19.99683,34.36,-1,1,119.88,36,-1
R05B25, spo,20180422_022239,4.1,0.342,7.485, Osaka04-85_,9,2018,4,21,17,22,2,22,39.27,237.6,57.6,286.278381,45.811954,285.327972,43.319862,5.00502,-10.759424,1612533286,57696304,3265019098,1145755360,3340267986,3,0.00246,0.00261, spo,0,-1,-1,-1,285.852905,44.723663,172,0.26,316.72818,72.84917,27.88,-1,1,119.88,40,-1
R05B25, spo,20180422_022511,3,0.576,15.304, Osaka04-85_,9,2018,4,21,17,22,2,25,11.89,263.5,65.3,276.3526,33.82259,286.341339,37.622948,320.007782,-47.198402,2382996475,262552892,2545735216,2848782003,2459670460,3,0.00233,0.00185, spo,0,-1,-1,-1,280.417999,35.513489,167,0.29,230.61221,0.44993,31.69,-1,1,119.88,70,-1
R05B25, spo,20180422_022850,5.1,0.075,9.079, Osaka04-85_,9,2018,4,21,17,22,2,28,50.98,256.4,63.5,280.02829,36.58461,281.075287,36.579716,99.992424,53.415386,2188931821,1774280752,3414689842,2783147686,3465878438,3,0.00216,0.00227, spo,0,-1,-1,-1,280.307251,36.584198,164,0.28,0,0,-1,-1,1,119.88,8,-1
R05B25, J5_Lyr,20180422_023827,4.7,0.225,4.16, Osaka04-85_,9,2018,4,21,17,22,2,38,27.44,252.2,55.5,292.687042,37.674984,293.767517,38.059544,329.522644,-46.026203,1398730384,3373481276,2499664579,2003385615,2463025982,3,0.00252,0.00106, J5_Lyr,0,5,29.3,-39,293.230011,37.869972,187,0.26,121.76955,-41.34919,62.95,-1,1,119.88,25,-1
R05B25, J5_Lyr,20180422_024251,4.6,0.142,6.805, Osaka04-85_,9,2018,4,21,17,22,2,42,51.52,251.1,58.2,290.460876,38.614613,291.787781,38.793659,126.580933,50.260002,634014698,705912880,2149704764,20168580,2242169069,3,0.00235,0.00216, J5_Lyr,0,0.8,53.5,11.6,291.029541,38.693295,167,0.25,264.85541,31.95329,35.89,-1,1,119.88,18,-1
R05B25, spo,20180422_030455,3.1,0.092,12.656, Osaka04-85_,9,2018,4,21,18,22,3,4,55.6,272.4,62.7,288.047394,29.338905,289.02298,30.221886,352.89801,-37.085602,3864365652,2094873916,3692637820,3264913529,3642105325,2,0.00238,0.00207, spo,0,-1,-1,-1,288.368927,29.636797,200,0.25,0,0,-1,-1,1,119.88,12,-1
R05B25, spo,20180422_031746,3.9,0.158,9.613, Osaka04-85_,9,2018,4,21,18,22,3,17,46.27,258.8,62.4,293.424011,35.333061,295.184998,36.086304,336.368317,-45.918861,1110525896,3440861232,459424234,1715012542,504423587,3,0.0023,0.00165, spo,0,-1,-1,-1,294.162354,35.653736,204,0.25,0,0,-1,-1,1,119.88,20,-1
R05B25, J5_Lyr,20180422_032018,3.5,0.142,6.123, Osaka04-85_,9,2018,4,21,18,22,3,20,18.52,253.1,68.4,286.761139,38.116127,287.886169,38.402096,314.922638,-48.334099,680191270,3310435644,4265542474,205007683,4207819154,3,0.00258,0.00201, J5_Lyr,0,0.5,52.9,10.3,287.248993,38.24173,203,0.22,269.54962,32.20517,43.09,-1,1,119.88,18,-1
R05B25, spo,20180422_032047,3.6,0.192,11.242, Osaka04-85_,9,2018,4,21,18,22,3,20,47.37,271.2,51.4,304.07486,25.741486,302.657379,27.65427,49.934925,29.544632,3649346963,1809801264,3383358296,4231063032,3485947735,2,0.00209,0.00206, spo,0,-1,-1,-1,303.469177,26.568392,186,0.24,317.89728,3.73168,59.44,-1,1,119.88,24,-1
R05B25, J5_Lyr,20180422_032611,3.1,0.192,9.296, Osaka04-85_,9,2018,4,21,18,22,3,26,11.64,251.4,59.7,299.32962,38.564919,301.348969,38.651043,125.337776,51.281158,1663742040,3103341884,1992655417,1189236732,1935796542,3,0.00258,0.00144, J5_Lyr,0,0.2,49.1,2.3,300.377808,38.613979,208,0.27,269.26971,33.10577,43.37,-1,1,119.88,23,-1
R05B25, spo,20180422_032759,1.5,0.926,13.951, Osaka04-85_,9,2018,4,21,18,22,3,27,59.32,249.5,69.9,286.655334,39.304249,303.656738,37.130154,100.522881,50.534492,4092617759,1190092848,1183862477,3613265274,1107824874,2,0.00219,0.00128, spo,0,-1,-1,-1,291.043457,38.989655,185,0.26,219.0248,21.85246,26.89,-1,1,119.88,112,-1
R05B25, J5_Lyr,20180422_033144,3,0.209,10.929, Osaka04-85_,9,2018,4,21,18,22,3,31,44.97,268.8,52.6,306.303375,27.52791,308.821625,26.606546,85.487732,55.446526,1755495430,3670621500,1061932738,1294451199,959521108,3,0.00257,0.00201, J5_Lyr,0,0.9,48.2,0.5,307.426331,27.12446,210,0.28,271.16431,34.42983,46.27,-1,1,119.88,26,-1
R05B25, spo,20180422_033231,5,0.092,4.168, Osaka04-85_,9,2018,4,21,18,22,3,32,31.22,255,56.5,304.706696,36.255535,304.488861,36.534893,55.025723,25.337051,670579377,3255787568,2220547452,38639150,2175945269,3,0.00252,0.00184, spo,0,-1,-1,-1,304.591095,36.404072,226,0.27,76.59589,-26.56308,22.59,-1,1,119.88,12,-1
R05B25, spo,20180422_033456,3.5,0.684,9.014, Osaka04-85_,9,2018,4,21,18,22,3,34,56.78,254.9,67.4,291.719025,37.433048,298.652222,35.06506,79.614571,47.897171,2809036218,879312188,4064327594,2205372573,4143334576,3,0.0024,0.00144, spo,0,-1,-1,-1,294.392731,36.584114,207,0.31,172.54315,5.22652,15.16,-1,1,119.88,83,-1
R05B25, spo,20180422_033502,4.9,0.075,6.599, Osaka04-85_,9,2018,4,21,18,22,3,35,2.87,229.9,58.8,301.513916,49.56076,302.23349,49.607147,128.165543,40.248302,3473395913,776953904,2030415360,3942000766,2091123821,3,0.00273,0.00353, spo,0,-1,-1,-1,301.829193,49.578476,220,0.22,0,0,-1,-1,1,119.88,10,-1
R05B25, J5_Lyr,20180422_033637,4,0.209,11.17, Osaka04-85_,9,2018,4,21,18,22,3,36,37.25,255.4,61.4,299.602203,36.787945,302.819214,36.825142,122.591202,53.174641,3514507410,3517529404,99887998,4105681547,11125338,3,0.00245,0.00187, J5_Lyr,0,0.7,59.9,24.8,300.956635,36.814171,217,0.32,276.04575,33.9077,73,-1,1,119.88,26,-1
R05B25, J5_Lyr,20180422_034018,4.3,0.142,8.638, Osaka04-85_,9,2018,4,21,18,22,3,40,18.47,245.4,61.8,300.290466,41.532513,302.03183,41.719849,133.384995,47.717133,3214858592,2429509680,8674786,2588137160,99076662,3,0.00233,0.00251, J5_Lyr,0,0.6,41,-14.6,301.114838,41.624611,208,0.28,279.10605,37.08775,62.15,-1,1,119.88,17,-1
R05B25, spo,20180422_034826,4.8,0.092,5.487, Osaka04-85_,9,2018,4,21,18,22,3,48,26.57,230.9,62.2,300.150116,48.162689,300.991577,48.121582,114.957336,41.720238,1174276631,204029244,1366613496,1612743486,1417272468,3,0.00262,0.00188, spo,0,-1,-1,-1,300.475098,48.147549,211,0.29,0,0,-1,-1,1,119.88,12,-1
R05B25, spo,20180422_040620,4.7,0.125,7.558, Osaka04-85_,9,2018,4,21,19,22,4,6,20.08,258.1,68,298.695404,36.224129,299.583221,37.018055,0.974109,-32.416134,2677506167,1439653936,1132561620,3148430237,1194121382,2,0.00255,0.00335, spo,0,-1,-1,-1,299.039795,36.534824,194,0.28,0,0,-1,-1,1,119.88,16,-1
R05B25, J5_Lyr,20180422_040733,3.1,0.125,13.32, Osaka04-85_,9,2018,4,21,19,22,4,7,33.49,266.4,56.7,311.405975,30.206392,313.454407,29.642448,99.945961,55.687031,1145008088,204029244,1365461909,1627167359,1418264220,3,0.00242,0.00136, J5_Lyr,0,0.5,50.5,5.2,312.220886,29.986601,197,0.28,0,0,-1,-1,1,119.88,16,-1
R05B25, J5_etA,20180422_041219,4.2,0.125,19.342, Osaka04-85_,9,2018,4,21,19,22,4,12,19.41,254.3,56.3,314.900726,36.609451,313.891876,38.621391,58.026512,16.996883,2658316490,1439653936,1135206557,3176651630,1175525677,3,0.00275,0.00341, J5_etA,0,0.4,62.3,-6.1,314.469116,37.484585,194,0.26,0,0,-1,-1,1,119.88,13,-1
R05B25, spo,20180422_041352,3.9,0.117,25.811, Osaka04-85_,9,2018,4,21,19,22,4,13,52.15,256.8,55.3,316.228088,35.024288,318.456573,37.080029,20.050095,-32.189404,1142669019,204029244,1365025057,1730937630,1419998527,3,0.00232,0.0028, spo,0,-1,-1,-1,317.415985,36.138596,169,0.21,242.50021,-49.71526,63.84,-1,1,119.88,15,-1
R05B25, spo,20180422_041522,4.8,0.108,4.951, Osaka04-85_,9,2018,4,21,19,22,4,15,22.14,252.9,54.2,318.463104,37.041855,318.401154,36.486141,45.372021,-4.086845,2657697243,1439653936,1135518246,3172162855,1180575213,3,0.00269,0.00233, spo,0,-1,-1,-1,318.440582,36.840694,175,0.25,347.74103,73.50421,16.64,-1,1,119.88,12,-1
R05B25, J5_Lyr,20180422_041720,4.2,0.384,11.068, Osaka04-85_,9,2018,4,21,19,22,4,17,20.24,260.3,54.7,317.22644,32.958633,321.843353,31.847414,111.537437,54.265118,1140980233,204029244,1364867561,1729982463,1465473443,3,0.00269,0.00198, J5_Lyr,0,0.6,36.9,-23.2,319.621765,32.406555,182,0.23,222.19423,14.43999,21.22,-1,1,119.88,46,-1
R05B25, spo,20180422_042339,2.1,1.126,12.959, Osaka04-85_,9,2018,4,21,19,22,4,23,39.13,239,71.1,298.142731,42.496227,318.008057,43.662102,134.717773,46.290684,2677173451,1439653936,1132509031,3149919431,1194248011,3,0.00217,0.00123, spo,0,-1,-1,-1,302.492462,43.053238,159,0.22,226.71095,2.77019,21.64,-1,1,119.88,136,-1
R05B25, __flash,20180422_042648,3.8,0.058,16.179, Osaka04-85_,9,2018,4,21,19,22,4,26,48.25,270.2,55.3,316.931671,27.758963,317.716064,28.619068,26.531319,-33.515965,1142926194,204029244,1364961520,1729643278,1418795492,3,0.00253,0.0023, __flash,0,-1,-1,-1,317.204407,28.060101,150,0.23,0,0,-1,-1,1,119.88,8,-1
R05B25, J5_etA,20180422_042744,4,0.108,16.354, Osaka04-85_,9,2018,4,21,19,22,4,27,44.84,280.3,57.6,312.219391,23.660625,311.151733,25.346779,55.127338,27.014219,2655344163,1439653936,1133899237,3129532465,1177849039,1,0.00226,0.00234, J5_etA,0,1.2,70.3,6,311.764862,24.384878,142,0.25,11.13411,-52.92969,32.24,-1,1,119.88,14,-1
R05B25, spo,20180422_043108,4.5,0.1,30.403, Osaka04-85_,9,2018,4,21,19,22,4,31,8.58,242.5,62.4,312.07074,42.815281,313.587036,45.226871,25.380901,-17.221972,1143184742,204029244,1365393434,1625780339,1416095225,3,0.00244,0.00178, spo,0,-1,-1,-1,313.018311,44.347584,59,0.2,0,0,-1,-1,1,119.88,11,-1
